epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_precision,valid_macro_recall,valid_macro_f1,valid_weighted_f1,valid_top2_accuracy,valid_top3_accuracy
1,2.331887755257516,0.150258969415145,2.1402816544271537,0.13437057991513437,0.14467138848317584,0.1721312876666355,0.10268374868476886,0.17118262149605057,0.2828854314002829,0.42385667138142386
2,1.965171752127081,0.17526747570980303,2.0922798697498446,0.1614018544711614,0.15283326199800518,0.17982277700325036,0.11611489220616972,0.2009471352328453,0.33176174760333177,0.4897061134684897
3,1.7661890450066904,0.21520925484858797,2.0984994845440528,0.16847399025616847,0.15592327386009855,0.17975960968909482,0.11993215023817363,0.20827263346275965,0.3415055791293415,0.5079365079365079
4,1.6099122711888452,0.24641790480511133,2.137814324475039,0.16847399025616847,0.15505188665143702,0.18034082658075254,0.1216732951831644,0.2021224763026281,0.3547068992613547,0.5305673424485305
5,1.475421921958374,0.2697440550451779,2.1797748932425525,0.18607575043218608,0.14886022639840063,0.17637402539439073,0.12326898316336443,0.22493378796522615,0.39101052962439103,0.5737859500235738
6,1.3730742206492725,0.29832520509621563,2.2430476486992017,0.19927707056419927,0.15303280057150828,0.1646908882217821,0.12829759233343027,0.24146383074768163,0.4108125098224108,0.5898161244695899
7,1.2857970311273847,0.3223885675399796,2.2915187213249633,0.19456231337419455,0.1516002496156061,0.17041501916354018,0.1277459388748109,0.23405250995980995,0.41332704699041334,0.6022316517366022
8,1.1964374910585867,0.3390609050697516,2.361257064910162,0.21153543925821153,0.14895286316322304,0.16034559473777932,0.13125473667042115,0.24830265653882647,0.4375294672324375,0.630991670595631
9,1.1253665216901723,0.3618388718762996,2.4288832847940536,0.2131070249882131,0.150583619616584,0.16243887489521353,0.1325257500396751,0.24971887798934633,0.4457017130284457,0.6386924406726386
10,1.06132148472304,0.3835204718158104,2.4916248821751346,0.2208077950652208,0.14758909400495004,0.15868035761727672,0.13329999569291423,0.2556362180065119,0.4604746188904605,0.6518937608046519
11,1.0104437179589947,0.40030622660768966,2.5536581913143066,0.22552255225522552,0.1498965195852971,0.16410526829720748,0.13684533803430532,0.2600421179069465,0.46534653465346537,0.658965896589659
12,0.9625921559457288,0.4180749310044989,2.6078486622044936,0.23243752946723245,0.1495162438447481,0.15895450479074663,0.13638919924399612,0.26819399551344986,0.47006129184347006,0.6718528995756718
13,0.9143696618208133,0.4297191032475143,2.6780467846100198,0.24642464246424642,0.15100600862180436,0.1656531947767776,0.14326136767529674,0.27771125885184594,0.4897061134684897,0.6852113782806852
14,0.8774045316137613,0.4479981853238063,2.7360679177804768,0.24563884959924565,0.1497378691928163,0.16319867525638904,0.1415882091361217,0.2780229760078378,0.4897061134684897,0.688040232594688
15,0.8386030691246252,0.46472723148463196,2.8035027150854495,0.2556969982712557,0.14875438464402974,0.15938350149655423,0.1413813840093412,0.2886053951239715,0.5011786892975012,0.6974697469746974
16,0.8132091301505423,0.4737817095761975,2.8394042992205923,0.24626748389124628,0.1489614555757317,0.16177621149618365,0.14115769750977797,0.2784005572205723,0.4904919063334905,0.694012258368694
17,0.7736962552778365,0.49232543193073985,2.94367006974233,0.26575514694326574,0.14758180618841713,0.1576190508419211,0.143091954792618,0.2941626626307335,0.5175231808895175,0.7131856042747132
18,0.7512453888603827,0.502892140183736,2.9840390765777496,0.26528367122426527,0.1482492485521812,0.15707242879645247,0.143616259218543,0.29388706893940886,0.5167373880245167,0.7134999214207135
19,0.7211750002196865,0.5157460965558958,3.0200331791118313,0.2704699041332705,0.1486803610761046,0.1561227922982939,0.14393776221449733,0.29983836224973237,0.5227094137985228,0.7158573000157159
20,0.6975144141856351,0.5276360062001436,3.088387765881402,0.2725129655822725,0.15122535313703536,0.16048748592806106,0.14743940242018674,0.3006038824319758,0.5236523652365237,0.7191576300487191
21,0.6735479871332837,0.537522210880496,3.145987950985525,0.26936979412226936,0.15093568173124805,0.15965927102591465,0.14682486343992263,0.29705398701959523,0.5277384881345277,0.7232437529467233
22,0.6495452295052371,0.5518694945370686,3.207372311243336,0.2765990884802766,0.14923950215313975,0.15717710435988144,0.14631948958798174,0.3026182607639222,0.5362250510765362,0.7256011315417256
23,0.6370806810801874,0.5546293145816793,3.276581052112894,0.2822567971082823,0.1499109696777156,0.15769121002019731,0.1479388704701757,0.30652451609920334,0.540939808266541,0.7386452931007387
24,0.6115142872162629,0.5689955011152698,3.3088326702960233,0.2775420399182775,0.14814540642780402,0.15546769713518588,0.1455335869236501,0.3024232885488538,0.5357535753575358,0.733930535910734
25,0.5957469535227295,0.5768590979547087,3.353617149948343,0.27911362564827913,0.14798107289887152,0.15539447986334354,0.14620899765161893,0.30286864175379596,0.5382681125255383,0.7373880245167374
26,0.5800195364734679,0.5883520471815811,3.409486851264298,0.2850856514222851,0.15030260330842807,0.15736298529628556,0.14873684451988195,0.3084611392689019,0.5415684425585415,0.7356592802137356
27,0.5633486729232283,0.5961400325129484,3.4576416570548645,0.28697155429828697,0.14854996058723813,0.15540873341335926,0.14771610351389325,0.30884898319824244,0.5481691026245482,0.7416313059877416
28,0.548587807883054,0.6047597444331028,3.490576444210992,0.28398554141128396,0.14635452545540742,0.1518169531376049,0.14459980890669957,0.30674602701244097,0.5414112839855414,0.7417884645607418
29,0.531499435218096,0.6160636648897962,3.5588651903953714,0.28524280999528523,0.14505531670393743,0.14998763860976966,0.14358827067140106,0.3066078654382057,0.548011944051548,0.7466603803237467
30,0.5189802478848907,0.6219802653963933,3.586756742208536,0.2806852113782807,0.1466687666877544,0.1521092665827022,0.14461799403081965,0.30288235364928107,0.545025931164545,0.7424170988527424
31,0.5095715531475499,0.6262712184794526,3.6225743748642225,0.280999528524281,0.14500253292730836,0.14902242614074707,0.14288463427210962,0.3026561187418807,0.5453402483105454,0.744931636020745
32,0.4952659321968814,0.6362708404219122,3.6997143826206655,0.294986641521295,0.14815666265366367,0.15174951576620402,0.14715745878568806,0.3137104324831544,0.5513122740845513,0.7512179789407513
33,0.4776335532886266,0.6431703905334392,3.7522290929128554,0.2907433600502907,0.14531127074496827,0.14883174031831461,0.14427523393459413,0.3086030338537114,0.548011944051548,0.7526324060977526
