feature,importance_gain,importance_split
batter_id,557356.631226778,27426
pitcher_id,539449.5643770695,26578
previous_result4,64251.67214727402,5267
previous_result5,63170.87847626209,5264
previous_result3,62581.19120335579,5107
previous_result2,60777.1168435812,5067
previous_result1,57258.65327167511,4875
base_out_state,25082.32235980034,1084
bat_order,21833.166610836983,527
out_count,5834.673270225525,203
stadium_id,4995.561576008797,599
batter_k_rate,4897.701811432838,420
is_leadoff_batter_in_inning,4822.472183704376,220
pitcher_bb_rate,4576.175895571709,528
pitcher_bf_count,4334.097769498825,516
batter_pa_count,4214.616699576378,482
pitcher_hit_rate_allowed,3404.6950302124023,418
vs_ops,3271.6657716035843,441
pitcher_k9,3255.505778193474,411
batter_bb_rate,3255.0482852458954,357
batter_out_rate,3190.022634744644,399
pitcher_out_rate,3130.3340814113617,421
runner_count,2978.0208337306976,68
batter_hit_rate,2926.5019170045853,375
pitcher_k_rate,2902.755614757538,362
pitcher_bf_in_game,2836.6517189741135,330
batter_avg,2747.665386915207,308
pitcher_recent_bf_ops,2724.5159618854523,346
batter_vs_rhp_avg,2579.4071402549744,300
pitcher_vs_lhb_ops,2366.4486932754517,322
batter_obp,2358.340039372444,305
pitcher_vs_lhb_avg,2330.446726322174,286
batter_vs_rhp_ops,2251.4129086732864,266
pitcher_vs_rhb_avg,2106.121520280838,277
batter_xbh_rate,2068.602347612381,229
pitcher_xbh_rate_allowed,2000.2656512260437,254
score_diff,1952.8197784423828,180
pitcher_whip,1950.9959313869476,242
pitcher_ops,1945.3997797966003,249
pitcher_era,1926.6607229709625,272
batter_recent_10pa_ops,1922.529152393341,233
batter_slg,1903.6543979644775,207
inning,1874.3181493282318,193
batter_ops,1828.751282453537,231
batter_iso,1824.5415625572205,190
batter_vs_lhp_ops,1780.3767176866531,231
pitcher_vs_rhb_ops,1671.9075524806976,227
pitcher_hr_rate,1563.4019211530685,219
batter_hr_rate,1430.8988213539124,143
batter_vs_lhp_avg,1379.1308917999268,174
batter_recent_5pa_ops,1138.326344013214,146
pitcher_recent_bf_avg,1100.0941860675812,141
batter_recent_10pa_avg,867.0599105358124,116
batting_turn_in_game,832.102920293808,81
pitcher_recent_bf_k_rate,778.660408616066,115
batter_recent_10pa_k_rate,572.7925621271133,86
pitcher_recent_bf_bb_rate,458.6864507198334,56
batter_recent_10pa_bb_rate,345.1021234989166,48
runner1,187.6033308506012,18
Home_Away_id,133.02431869506836,17
runner2,130.84349942207336,14
pitcher_hand,93.46770143508911,9
runner3,43.95888006687164,7
top_bottom,31.3877592086792,4
batter_hand,15.166899681091309,1
