model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.41420720537349887,0.30603923336372324,0.2984780922926412,0.2983645264570973,0.40065037932894537,0.7024221453287197,0.8986362711174435,,,
fm,0.28353348259719113,0.30550859017769083,0.32296000510797895,0.2742028579197979,0.2978982812885606,0.5866069611235498,0.8298392021168329,1.3544537623642467,14.0,1.3426313160650951
