model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.6562181966212091,0.29137483160703814,0.2741132738487659,0.26492807673194907,0.5919552265999956,0.8493791980460004,0.939548137594138,,,
fm,0.2857724404640749,0.29771588361357293,0.32682871960095095,0.23825233512674993,0.33491948831988155,0.5438632200284959,0.8052106655811113,1.363870243470052,8.0,1.3602250372297486
