feature,importance_gain,importance_split
batter_id,704201.9501080513,32980
pitcher_id,675355.5465401411,31522
inning_out_state,124294.05797863007,9668
previous_result5,66624.01022410393,5148
previous_result3,66115.13452076912,5120
previous_result4,65021.4206353426,5137
previous_result1,64058.430272221565,4911
previous_result2,63870.15375006199,5074
bat_order_runner_state,59090.81159901619,3587
base_out_state,12548.33829498291,495
bat_order,9397.024055957794,249
out_count,8936.282385349274,146
stadium_id,5286.7933703660965,530
pitcher_xbh_rate_allowed,5016.917683005333,538
batter_xbh_rate,4519.259743511677,480
pitcher_team_id,4439.546484589577,512
batter_team_id,3910.224118709564,454
pitcher_bb_rate,3535.5185487270355,538
pitcher_bf_count,3284.6978384256363,563
is_leadoff_batter_in_inning,3123.4606696367264,131
pitcher_hit_rate_allowed,3071.606260538101,494
batter_pa_count,2825.048767209053,445
batter_hit_rate,2707.832338809967,466
pitcher_out_rate,2628.5749921798706,458
batter_out_rate,2607.582007288933,481
vs_pa_count,2473.2539442777634,470
vs_xbh_rate,2463.919583916664,322
batter_onbase_event_rate,2387.52066552639,384
batter_bb_rate,2354.3779599666595,343
pitcher_recent_bf_ops,2289.2269053459167,380
batter_vs_rhp_avg,2286.6603832244873,367
vs_hit_rate,2225.4487335681915,415
pitcher_onbase_event_rate_allowed,2211.54856133461,320
pitcher_vs_lhb_avg,2152.8323283195496,334
pitcher_bf_in_game,2037.4349174499512,359
batter_obp,2016.0118235349655,358
batter_avg,2006.3510692119598,361
pitcher_hr_rate,1977.7994583845139,311
pitcher_flyout_rate,1932.9851878881454,309
pitcher_groundout_rate,1925.5087184906006,310
season_progress,1863.1316132545471,324
batter_recent_10pa_ops,1857.6901766061783,323
batter_groundout_rate,1764.9972046613693,268
vs_ops,1755.9874778985977,319
batter_vs_rhp_ops,1696.3800073862076,283
batter_slg,1665.4178886413574,285
batter_vs_lhp_avg,1662.3845010995865,259
pitcher_vs_rhb_avg,1639.5371397733688,280
vs_bb_rate,1614.466856956482,280
pitcher_vs_lhb_ops,1580.9367724061012,286
batter_ops,1555.2717415094376,270
batter_iso,1543.5790803432465,244
batter_hr_rate,1482.8996086120605,216
batter_k_rate,1469.1795159578323,275
pitcher_k_rate,1443.2841960191727,233
pitcher_vs_rhb_ops,1441.4135484695435,261
batter_flyout_rate,1435.9316745996475,274
pitcher_whip,1429.9018508195877,243
pitcher_ops,1424.0321490764618,266
batter_vs_lhp_ops,1379.3502782583237,283
score_diff,1376.801777124405,172
pitcher_recent_bf_avg,1306.320523738861,206
pitcher_era,1254.3382977247238,248
pitcher_gdp_rate,1249.5977399349213,256
pitcher_k9,1192.7565289735794,232
batter_gdp_rate,1114.1976499557495,212
batter_recent_10pa_avg,1026.5098428726196,163
is_no_out_runner_on,947.1538724899292,8
batter_recent_5pa_ops,896.8384209871292,188
days_since_last_game_batter,882.54534471035,104
vs_k_rate,861.0274603366852,124
inning,815.3600256443024,106
runner_count,726.2067375183105,37
days_since_last_game_pitcher,708.4199306964874,135
batting_turn_in_game,676.5270974636078,80
pitcher_recent_bf_bb_rate,543.7693281173706,90
is_bottom_order,526.5349876880646,12
pitcher_recent_bf_k_rate,524.8416723012924,100
batter_recent_10pa_k_rate,497.76015841960907,94
batter_recent_10pa_bb_rate,407.3799889087677,51
is_two_out,294.7129909992218,9
vs_hr_rate,220.20401871204376,32
pitcher_batter_times_faced_in_game,204.77975034713745,54
month,172.38948225975037,20
runner1,137.22913122177124,9
Home_Away_id,93.63594055175781,19
is_interleague,82.12582993507385,17
top_bottom,63.644370555877686,8
batter_hand,34.40300989151001,6
runner2,34.38820016384125,8
runner3,24.613189697265625,2
is_cleanup,19.985790014266968,3
pitcher_hand,12.081660151481628,5
