feature,importance_gain,importance_split
batter_id,111685.20120191574,3045
pitcher_id,106990.55638408661,3396
bat_order,13376.627377033234,240
previous_result1,11470.863739967346,685
previous_result4,10876.626647233963,669
previous_result5,10401.190048456192,614
previous_result3,9730.284430027008,582
previous_result2,9602.086879730225,551
out_count,6711.187975168228,219
batter_iso,6071.111991405487,416
pitcher_k9,5974.312968969345,427
batter_obp,5783.488088846207,396
pitcher_recent_bf_ops,5342.824336647987,399
batter_vs_rhp_ops,5335.441768050194,378
pitcher_vs_lhb_ops,4769.10484623909,332
batter_recent_10pa_ops,4553.350145816803,327
pitcher_ops,4497.8818871974945,326
pitcher_vs_rhb_ops,4482.65381026268,334
pitcher_vs_rhb_avg,4397.616269230843,307
batter_vs_lhp_ops,4396.243673086166,325
batter_slg,4366.712850928307,310
batter_vs_rhp_avg,4336.435746073723,314
pitcher_vs_lhb_avg,4304.035138845444,313
batter_avg,4269.39345741272,302
pitcher_era,4045.005120038986,268
batter_ops,4033.1517466306686,275
batter_vs_lhp_avg,3974.4498238563538,274
pitcher_whip,3779.09037899971,279
inning,3328.324946165085,252
vs_ops,2812.096347808838,212
batter_recent_10pa_avg,2736.557235956192,207
pitcher_recent_bf_avg,2584.656706213951,185
batter_recent_5pa_ops,2578.270330786705,200
batter_recent_10pa_k_rate,2181.71253657341,137
score_diff,2027.1555643081665,156
is_leadoff_batter_in_inning,1580.840333223343,64
batting_turn_in_game,1575.9716110229492,107
runner_count,1435.3281643390656,83
pitcher_recent_bf_k_rate,1431.8719346523285,103
batter_recent_10pa_bb_rate,1129.8539375066757,71
stadium_id,1036.903597831726,65
pitcher_recent_bf_bb_rate,949.7642993927002,85
runner1,588.2778873443604,26
Home_Away_id,462.940505027771,32
runner2,378.0125210285187,30
batter_hand,238.38576126098633,15
pitcher_hand,114.2221908569336,7
runner3,96.57654047012329,8
top_bottom,42.38499069213867,4
