model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.4982698961937716,0.18030559820562087,0.12866460919872524,0.09162053146522359,0.34139926055234576,0.7174842255241197,0.8603704457561572,,,
fm,0.49643802157541217,0.14926940379717693,0.1335204870676839,0.10531277529062999,0.3610890458411447,0.7201302666395278,0.8609810706289436,1.3939753398132402,14.0,1.4007529177681448
