model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.6486871565235091,0.2879932298482747,0.2713190432932307,0.2618047979940308,0.5870713054715666,0.8522287807856707,0.9371056381029921,,,
fm,0.3177284754732343,0.2964646282369032,0.32612511105850805,0.2503341603779792,0.3752028176292374,0.5701200895583147,0.8204762874007735,1.3682685402098194,9.0,1.3610176246870282
