feature,importance_gain,importance_split
batter_id,92306.45985370864,28488
pitcher_id,92278.00687778472,28921
previous_result4,8750.458571154159,4642
previous_result1,7876.055137296673,4333
batter_iso,7668.119236454458,7375
previous_result3,7578.701308767093,4456
previous_result5,7485.250883417345,4319
pitcher_k9,7235.787386974625,9236
previous_result2,7235.257851303555,4119
batter_vs_rhp_avg,7013.568107209201,8063
batter_vs_rhp_ops,6823.962165638703,7523
batter_vs_lhp_ops,6720.768052934924,7205
pitcher_vs_lhb_ops,6667.199826730819,7657
pitcher_vs_rhb_ops,6498.610566184118,7657
batter_obp,6380.839816234164,7501
pitcher_vs_lhb_avg,6343.025601658663,7404
batter_avg,6241.224964622921,7097
pitcher_ops,6090.640115754012,7190
vs_ops,5910.094301271951,7158
pitcher_vs_rhb_avg,5768.693327719223,6936
batter_vs_lhp_avg,5731.715959061647,6339
batter_slg,5526.17165823573,5932
pitcher_era,5347.619714112499,6017
batter_ops,5009.521749085839,5699
pitcher_whip,4896.450934174549,6077
bat_order,4892.242216711049,3271
inning,4778.521167361823,5143
score_diff,3571.8192515799883,4723
out_count,2496.163324719295,1581
stadium_id,741.7097440473735,520
runner1,596.6414306778461,504
runner2,537.4376825563959,458
Home_Away_id,368.0709597915411,221
batter_hand,252.1111591886729,105
runner3,190.05332865007222,207
top_bottom,109.01995086669922,45
pitcher_hand,78.87581032514572,40
