feature,importance_gain,importance_split
pitcher_id,126110.33306002617,4102
batter_id,120396.53690814972,3391
bat_order,12601.489099264145,261
previous_result4,11788.79001235962,681
previous_result5,11023.26866030693,655
previous_result3,10729.045111656189,622
previous_result1,10141.828147888184,589
previous_result2,9960.267747402191,568
base_out_state,8529.917298316956,220
batter_k_rate,5760.618785381317,312
batter_xbh_rate,5236.542106151581,325
pitcher_xbh_rate_allowed,5106.951858282089,336
batter_bb_rate,5091.355934619904,311
pitcher_bb_rate,4955.546798110008,310
batter_out_rate,4638.534732460976,325
batter_iso,4560.74391913414,299
pitcher_out_rate,4556.665786981583,304
pitcher_bf_count,4555.224539756775,332
batter_hit_rate,4476.939501047134,313
pitcher_hr_rate,4472.579793095589,298
pitcher_hit_rate_allowed,4431.046050906181,309
batter_pa_count,4408.352033495903,347
batter_obp,4351.194654464722,287
pitcher_recent_bf_ops,4311.395557284355,308
batter_hr_rate,4258.419271826744,242
pitcher_k_rate,3839.69520509243,258
pitcher_bf_in_game,3771.63275206089,272
batter_vs_rhp_ops,3732.003120303154,262
pitcher_vs_lhb_ops,3671.382131934166,262
pitcher_k9,3522.28378367424,240
pitcher_vs_lhb_avg,3436.875425219536,236
batter_vs_rhp_avg,3433.276487350464,242
batter_recent_10pa_ops,3330.778416633606,254
batter_avg,3297.0846621990204,237
out_count,3236.902359008789,130
batter_vs_lhp_ops,3221.0521451234818,233
batter_slg,3194.458721637726,216
batter_ops,2880.578397631645,209
pitcher_vs_rhb_avg,2837.787506341934,194
pitcher_ops,2698.5242034196854,188
pitcher_vs_rhb_ops,2685.2593400478363,209
pitcher_whip,2670.652751684189,195
is_leadoff_batter_in_inning,2618.640024662018,86
batter_vs_lhp_avg,2472.607041835785,174
inning,2440.835192799568,181
batter_recent_10pa_avg,2361.924251437187,167
batter_recent_5pa_ops,2291.606027841568,172
runner_count,2123.7928985357285,77
pitcher_era,2040.690071105957,151
vs_ops,1989.0310698747635,157
pitcher_recent_bf_avg,1896.35271525383,139
score_diff,1755.7480630874634,127
stadium_id,1198.7157616615295,75
batting_turn_in_game,1146.2874693870544,74
batter_recent_10pa_k_rate,1081.6353088617325,84
pitcher_recent_bf_k_rate,885.7648479938507,68
pitcher_recent_bf_bb_rate,854.172117471695,63
batter_recent_10pa_bb_rate,842.4887018203735,59
runner2,322.1420887708664,24
runner1,272.52320861816406,18
batter_hand,193.09057927131653,14
Home_Away_id,159.92685985565186,12
top_bottom,143.54756021499634,6
runner3,117.55591869354248,9
pitcher_hand,42.17469882965088,3
