model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.5005088540606554,0.17643890110561358,0.1303624858219527,0.09523816777577623,0.34768889314082574,0.7197231833910035,0.8593527376348463,,,
fm,0.49664156319967434,0.14760705795340862,0.13000798787668932,0.09639087170031813,0.34841863108302196,0.7164665174028089,0.8624058619987788,1.3946765824051415,12.0,1.4035298510877736
