feature,importance_gain,importance_split
pitcher_id,83650.09262180328,3150
batter_id,76362.16573810577,2744
bat_order_runner_state,25724.898874282837,525
inning_out_state,16352.20353603363,923
bat_order,11219.459129333496,176
previous_result4,7139.083047389984,453
previous_result2,7002.556757926941,437
previous_result1,6921.728647232056,440
previous_result3,6884.272090911865,441
previous_result5,6518.952085494995,413
out_count,5882.580270767212,109
base_out_state,4622.712676048279,125
is_leadoff_batter_in_inning,4223.722973823547,85
batter_xbh_rate,2210.00146818161,140
pitcher_xbh_rate_allowed,2074.531650543213,141
pitcher_hit_rate_allowed,1591.6878309249878,111
batter_bb_rate,1521.9507064819336,104
pitcher_bf_count,1449.8222160339355,99
pitcher_bb_rate,1448.339367389679,106
batter_out_rate,1426.2636814117432,102
batter_onbase_event_rate,1335.3113622665405,89
batter_avg,1322.905023574829,96
pitcher_vs_rhb_ops,1300.0490989685059,91
batter_pa_count,1224.8055720329285,86
is_no_out_runner_on,1169.8847026824951,10
batter_obp,1167.6834983825684,81
pitcher_bf_in_game,1096.0451107025146,67
batter_iso,1093.9150619506836,75
batter_hit_rate,1088.8914794921875,80
batter_vs_rhp_ops,1083.0055179595947,80
pitcher_ops,1062.2849016189575,75
pitcher_onbase_event_rate_allowed,1045.572979927063,77
batter_ops,1041.1062297821045,71
pitcher_vs_lhb_ops,1026.131272315979,73
pitcher_out_rate,999.9906048774719,71
batter_vs_rhp_avg,957.1175012588501,68
pitcher_vs_lhb_avg,951.9069509506226,67
batter_recent_10pa_ops,942.4432506561279,66
pitcher_k9,921.379843711853,66
batter_k_rate,911.1032190322876,65
pitcher_recent_bf_ops,902.4641399383545,64
pitcher_hr_rate,832.0503263473511,60
batter_vs_lhp_ops,821.2405099868774,59
pitcher_vs_rhb_avg,820.1401839256287,57
batter_slg,793.927900314331,57
batter_hr_rate,787.1002035140991,47
pitcher_k_rate,748.8372354507446,57
batting_turn_in_game,703.2109003067017,36
batter_vs_lhp_avg,699.9419660568237,51
score_diff,661.7272701263428,49
pitcher_recent_bf_avg,635.6694869995117,48
batter_recent_5pa_ops,632.7605981826782,47
vs_ops,621.519681930542,43
batter_recent_10pa_avg,563.7135372161865,39
stadium_id,561.8822326660156,44
inning,544.5119185447693,34
pitcher_whip,534.9946603775024,39
vs_pa_count,467.25372791290283,35
pitcher_era,463.09710121154785,34
runner_count,424.24169635772705,11
batter_recent_10pa_k_rate,390.6616897583008,29
vs_hit_rate,373.9876308441162,27
month,334.27099800109863,22
vs_bb_rate,287.2495012283325,22
vs_k_rate,264.4457607269287,17
pitcher_recent_bf_k_rate,236.26268196105957,18
vs_xbh_rate,220.48957920074463,17
pitcher_recent_bf_bb_rate,206.29579830169678,15
batter_recent_10pa_bb_rate,159.32600021362305,11
is_two_out,118.94244861602783,6
runner2,107.30810070037842,7
batter_hand,54.0339994430542,4
runner3,48.49329948425293,2
runner1,44.25629997253418,3
Home_Away_id,27.119500160217285,2
top_bottom,15.03909969329834,1
pitcher_hand,0.0,0
