model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.6985548544677387,0.2869725947821995,0.25704787003641383,0.2203283258682132,0.5821973466630913,0.862609403623041,0.9428048035823325,,,
fm,0.6934663138611846,0.23260979944148263,0.2528674808040497,0.21378913657520987,0.5764303752079268,0.8613881538774679,0.9401587624669245,0.9033376930469945,13.0,0.9219434201651805
