model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.424384286586607,0.30732624712164447,0.29566548520416286,0.2943032903091055,0.4028328345883949,0.7146346427844494,0.9010787706085894,,,
fm,0.29289639731325057,0.3050988209629661,0.3277172790035816,0.2800736882132555,0.3026896166888785,0.60451862405862,0.8379808670873193,1.3491254285229652,12.0,1.3398291509555755
