feature,importance_gain,importance_split
batter_id,560727.1203100681,27672
pitcher_id,519467.79206085205,26274
inning_out_state,112311.18452656269,9715
previous_result5,54745.707751989365,4492
previous_result4,53894.99856328964,4442
previous_result2,53576.37341380119,4358
bat_order_runner_state,52685.429758667946,4010
previous_result1,52164.38345015049,4242
previous_result3,50696.197603702545,4253
base_out_state,19126.939164876938,572
bat_order,11876.016981244087,298
stadium_id,3935.0366435050964,521
pitcher_bb_rate,3799.8680398464203,480
batter_pa_count,3543.259626150131,471
pitcher_bf_count,3483.2327526807785,483
batter_bb_rate,3266.2862129211426,369
is_leadoff_batter_in_inning,3212.3411903381348,210
pitcher_hit_rate_allowed,3062.0323028564453,408
batter_k_rate,3018.9715032577515,349
pitcher_k_rate,2938.726292490959,358
pitcher_out_rate,2886.4823825359344,412
batter_out_rate,2703.8106169700623,387
out_count,2591.3139119148254,98
batter_hit_rate,2533.6560168266296,363
batter_onbase_event_rate,2516.184580206871,338
pitcher_k9,2452.102541446686,356
batter_avg,2414.466460108757,330
pitcher_recent_bf_ops,2404.675361275673,335
vs_k_rate,2379.6183871030807,369
pitcher_vs_lhb_ops,2284.8281980752945,330
batter_vs_rhp_avg,2253.380343079567,317
pitcher_vs_lhb_avg,2165.2484389543533,290
pitcher_vs_rhb_avg,2023.1695187091827,284
pitcher_bf_in_game,1980.1454524993896,247
batter_vs_rhp_ops,1957.4595012664795,280
vs_ops,1891.6456904411316,259
pitcher_onbase_event_rate_allowed,1889.7649530172348,277
batter_obp,1881.6338195800781,262
pitcher_ops,1862.3428857326508,284
batter_recent_10pa_ops,1831.06543135643,261
pitcher_vs_rhb_ops,1821.1120126247406,253
batter_slg,1818.4490031003952,238
vs_bb_rate,1752.820212841034,242
vs_pa_count,1745.3062473535538,296
pitcher_hr_rate,1739.7943106889725,278
pitcher_era,1659.125207543373,245
pitcher_xbh_rate_allowed,1635.4210044145584,244
score_diff,1617.0962498188019,169
vs_hit_rate,1515.4201502799988,231
pitcher_whip,1484.0223373174667,218
batter_iso,1475.0323402881622,189
batter_vs_lhp_avg,1451.916465997696,200
batter_xbh_rate,1379.8159782886505,205
batter_ops,1340.1080366373062,199
batter_vs_lhp_ops,1275.3964532613754,214
batter_hr_rate,1141.6049802303314,154
pitcher_recent_bf_avg,1080.348731994629,158
batter_recent_5pa_ops,1011.4332093000412,159
batter_recent_10pa_avg,805.8909866809845,122
inning,603.5524587631226,60
pitcher_recent_bf_k_rate,596.3965108394623,107
batting_turn_in_game,516.3908312320709,49
batter_recent_10pa_k_rate,452.8015112876892,88
is_two_out,428.5826082229614,6
runner_count,410.8638668060303,33
month,381.3914715051651,67
pitcher_recent_bf_bb_rate,354.8972291946411,51
is_no_out_runner_on,228.95158123970032,11
batter_recent_10pa_bb_rate,217.09811997413635,39
vs_xbh_rate,209.50262141227722,30
Home_Away_id,130.88444089889526,16
runner1,76.18597030639648,8
runner2,55.51530122756958,6
pitcher_hand,36.55951929092407,5
runner3,23.014470100402832,6
batter_hand,12.099870204925537,4
top_bottom,0.0,0
