model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.4960309383268878,0.14945186620436468,0.12583690570403022,0.08459217275359618,0.3307150105981523,0.7205373498880521,0.8609810706289436,,,
fm,0.49562385507836354,0.11494737258626148,0.12686633312939674,0.08804275412798727,0.3360271884356751,0.7132098514146142,0.8587421127620598,1.4039276459055472,12.0,1.413742644671054
