feature,importance_gain,importance_split
pitcher_id,81939.80100893974,2445
batter_id,78674.58401298523,1865
bat_order,9789.70438337326,173
previous_result5,8877.081850528717,526
previous_result1,8377.704898834229,491
previous_result4,7734.021629333496,443
previous_result3,7382.464696884155,439
previous_result2,6822.505477905273,377
batter_iso,5487.751366376877,341
batter_obp,5031.199436664581,304
pitcher_recent_bf_ops,4553.523993730545,304
batter_recent_10pa_ops,4378.870554685593,286
pitcher_k9,4269.942227125168,275
out_count,4166.432377099991,155
batter_avg,4120.5614495277405,262
batter_vs_rhp_avg,4086.9269094467163,270
pitcher_vs_lhb_ops,4030.2784011363983,277
batter_slg,3868.936762571335,255
pitcher_vs_rhb_ops,3857.7553725242615,250
batter_vs_rhp_ops,3846.14989566803,245
inning,3832.3415865898132,242
pitcher_vs_rhb_avg,3814.2110357284546,241
batter_vs_lhp_ops,3789.0600287914276,253
pitcher_ops,3647.2738931179047,246
pitcher_era,3498.252068042755,221
pitcher_vs_lhb_avg,3425.3388361930847,224
batter_ops,3285.515556335449,221
pitcher_whip,3165.7011251449585,219
batter_vs_lhp_avg,2863.530297279358,205
batter_recent_5pa_ops,2819.0696465969086,197
vs_ops,2410.170338153839,171
pitcher_recent_bf_avg,2194.9210114479065,143
batter_recent_10pa_avg,2191.7717294692993,157
score_diff,2088.2435846328735,145
batter_recent_10pa_k_rate,1657.3619945049286,104
pitcher_recent_bf_k_rate,1368.2963361740112,94
batter_recent_10pa_bb_rate,1128.3959441184998,73
stadium_id,1093.7993140220642,67
pitcher_recent_bf_bb_rate,904.2420034408569,58
runner2,632.1866979598999,41
runner1,475.5556654930115,30
Home_Away_id,258.0966682434082,19
batter_hand,220.9322109222412,15
runner3,145.73259830474854,10
pitcher_hand,100.63849925994873,6
top_bottom,75.32457160949707,7
