feature,importance_gain,importance_split
pitcher_id,684815.4056295156,31565
batter_id,683459.7829214334,32209
inning_out_state,126269.6474262476,9766
previous_result5,67521.78320336342,5227
previous_result4,66277.24596494436,5119
previous_result3,66091.63585960865,5058
previous_result2,65331.52743136883,5016
previous_result1,62283.28557896614,4798
bat_order_runner_state,60653.308272361755,3637
base_out_state,12504.999615311623,475
bat_order,9873.702078938484,207
out_count,8286.233253479004,131
pitcher_xbh_rate_allowed,5433.025672674179,503
stadium_id,5356.1787095069885,488
pitcher_team_id,5047.417994022369,535
batter_xbh_rate,4198.0759954452515,458
batter_team_id,4102.390011429787,482
pitcher_bb_rate,3470.9126200675964,525
pitcher_bf_count,3438.6953917741776,560
is_leadoff_batter_in_inning,3040.4816910028458,132
batter_out_rate,2894.535065174103,489
pitcher_hit_rate_allowed,2837.0934240818024,436
batter_pa_count,2817.025846719742,462
vs_xbh_rate,2738.3316962122917,330
batter_onbase_event_rate,2708.963922381401,423
vs_pa_count,2577.461037635803,468
batter_bb_rate,2429.9861575365067,324
vs_hit_rate,2232.3563109636307,404
pitcher_out_rate,2205.365975022316,394
pitcher_onbase_event_rate_allowed,2187.473549246788,324
batter_hit_rate,2175.448297858238,363
batter_vs_rhp_avg,2171.1554889678955,322
batter_vs_rhp_ops,2152.352877140045,305
pitcher_flyout_rate,2105.863730788231,350
pitcher_vs_lhb_avg,2072.9478565454483,312
batter_iso,2072.419917702675,244
pitcher_recent_bf_ops,1982.6222569942474,355
batter_slg,1948.733091711998,276
batter_avg,1927.3945914506912,325
batter_groundout_rate,1923.7347499132156,274
batter_obp,1880.2121846675873,330
pitcher_groundout_rate,1869.965964794159,321
pitcher_bf_in_game,1828.0768535137177,329
pitcher_vs_lhb_ops,1802.7567896842957,316
batter_recent_10pa_ops,1784.595853805542,312
pitcher_era,1781.1431684494019,284
pitcher_vs_rhb_ops,1740.0258948802948,305
vs_ops,1736.5259367227554,303
pitcher_hr_rate,1717.1094065904617,277
batter_flyout_rate,1680.676626086235,266
batter_ops,1624.9491384029388,235
is_no_out_runner_on,1584.5735611915588,17
batter_k_rate,1546.6072916984558,277
pitcher_ops,1507.9979141950607,244
pitcher_k_rate,1485.298310637474,231
vs_bb_rate,1480.093850493431,270
pitcher_vs_rhb_avg,1467.9285510778427,259
pitcher_k9,1465.6383324861526,254
pitcher_gdp_rate,1432.5196537971497,278
batter_vs_lhp_ops,1411.8135999441147,260
score_diff,1404.5836364030838,179
pitcher_recent_bf_avg,1363.727377295494,182
batter_vs_lhp_avg,1313.3282693624496,215
pitcher_whip,1263.6014372110367,223
batter_hr_rate,1198.2726806402206,176
batter_gdp_rate,972.9721629619598,184
vs_k_rate,964.2549817562103,136
batter_recent_10pa_avg,891.3876516819,159
batter_recent_5pa_ops,864.6151720285416,166
runner_count,746.1143311262131,38
inning,693.704385638237,94
days_since_last_game_pitcher,600.3947014808655,120
batting_turn_in_game,579.4426645040512,70
pitcher_recent_bf_k_rate,556.0194259881973,102
days_since_last_game_batter,463.19562685489655,92
batter_recent_10pa_k_rate,445.8923417329788,88
is_bottom_order,387.64706683158875,19
pitcher_recent_bf_bb_rate,363.5660184621811,69
is_two_out,337.11531352996826,8
batter_recent_10pa_bb_rate,323.3091307878494,45
month,316.5710201263428,58
vs_hr_rate,271.43198108673096,45
pitcher_batter_times_faced_in_game,232.31027960777283,59
is_cleanup,111.51019895076752,10
batter_hand,61.80755054950714,4
Home_Away_id,57.727449893951416,15
runner2,34.60869026184082,6
top_bottom,18.86454963684082,2
pitcher_hand,16.107280135154724,7
runner1,13.78016996383667,5
runner3,3.3879001140594482,1
