model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.6537756971300631,0.2824789329514644,0.27030367288554447,0.2594921275767754,0.588696875140865,0.8491756564217382,0.9362914716059434,,,
fm,0.314878892733564,0.29735067748503136,0.33443376943516295,0.2533682911923437,0.3682251173457869,0.5851821697537146,0.842662324445349,1.3654138705843508,10.0,1.3655223509209833
