epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_precision,valid_macro_recall,valid_macro_f1,valid_weighted_f1,valid_top2_accuracy,valid_top3_accuracy
1,1.7139578755197262,0.2609164114778269,1.5508721122272582,0.3041018387553041,0.26890748275587645,0.2773980142087486,0.22945958367422573,0.358586424454204,0.5939022473675939,0.8396982555398397
2,1.4788610190057352,0.2750746663642206,1.4326936323912887,0.3045733144743046,0.27526767273840314,0.28893660206240046,0.23394727634016704,0.36159996640503694,0.5816438786735817,0.8176960553198177
3,1.3966364015329944,0.28915730974254283,1.3978989325884132,0.3177746346063178,0.2781328483731336,0.29394345034057906,0.24181847471524737,0.3733068668261472,0.6056891403426057,0.8327832783278328
4,1.362983786547361,0.31407130165211145,1.3823277455876501,0.322017916077322,0.2861692357702573,0.3064087506089237,0.2480918754578541,0.37760127308370295,0.6074178846456074,0.8436272198648437
5,1.3455241449856947,0.32461910702808966,1.3731333532180499,0.3221750746503222,0.2933650460401459,0.314909976757765,0.251750838604243,0.379789360698381,0.5863586358635864,0.8283828382838284
6,1.334059881337455,0.33726513175305284,1.3689372486875584,0.3209178060663209,0.2939190394344209,0.314288789030776,0.2516460564004881,0.3784054907771253,0.5939022473675939,0.8392267798208393
7,1.3262202017321072,0.340119466182753,1.36951605598825,0.3371051390853371,0.29616491444325976,0.3191588713320731,0.2597134080722745,0.3943667563469989,0.6171617161716172,0.8525852585258525
8,1.3195991767817898,0.34106461003364713,1.3662625202757184,0.3096023888103096,0.2971893409793456,0.3180847073582121,0.24737187129060478,0.3672711989305852,0.5763004871915763,0.8263397768348263
9,1.3143930068732994,0.3486068579637821,1.3666729703182585,0.3191890617633192,0.29698064056706885,0.3194441472863748,0.25205002953204203,0.37570641970631896,0.5956309916705956,0.8401697312588402
10,1.3095042551673837,0.35480700162564743,1.3655223509209833,0.30583058305830585,0.29678648403855634,0.3175472841041629,0.24700356700351928,0.3600647013107953,0.586044318717586,0.8379695112368379
11,1.304932416609828,0.3485879550867642,1.3688924324769147,0.32736130755932735,0.2949035405267333,0.3156151712384313,0.2546216917543661,0.38507910848062477,0.6104038975326104,0.8488134527738488
12,1.3016199319016788,0.35563872821443426,1.3681332539897584,0.31966053748231965,0.2942443871896195,0.31455152857893315,0.25096801156450615,0.377162113946228,0.5965739431085966,0.8382838283828383
13,1.2981044974589744,0.35911685758572454,1.3690845328795167,0.3278327832783278,0.2940493875009902,0.3172761916225282,0.25551238562512896,0.3832820206686052,0.6187333019016187,0.856985698569857
14,1.2951324935996156,0.35847415976711655,1.368769902038664,0.3132170359893132,0.294169947080055,0.31611827043465357,0.24844072411389892,0.37016152762907717,0.592016344491592,0.8384409869558385
15,1.2919917663938945,0.3622358322936751,1.3700979771562367,0.31761747603331764,0.29428044912472273,0.3154140198471017,0.2505207665848269,0.37441922996679206,0.5935879302215936,0.8363979255068364
16,1.2893025122952189,0.3591735662167782,1.371184321651102,0.32327518466132327,0.2937630369406408,0.31523326748723074,0.25132616964136667,0.38126225029019706,0.6100895803866101,0.8472418670438473
17,1.286856313949857,0.367226191826396,1.3711907678892192,0.30724501021530726,0.296653449226406,0.3190939340290463,0.2475019963180348,0.36242837537462597,0.5877730630205877,0.8385981455288386
18,1.284689711238174,0.3657517674190012,1.3745616162776872,0.30174446016030176,0.29396702849502604,0.3123120581841608,0.24394548658928628,0.35449530272406116,0.5951595159515951,0.8422127927078422
