feature,importance_gain,importance_split
batter_id,569031.442084074,29475
pitcher_id,551033.2037243843,28873
previous_result5,69705.48798382282,6050
previous_result4,68056.94807219505,5885
previous_result3,66990.98547887802,5846
previous_result2,65545.15471291542,5673
previous_result1,64947.07776761055,5689
bat_order,30304.544255256653,499
out_count,9559.288509249687,409
stadium_id,5416.159006118774,711
pitcher_bf_count,5342.814733028412,687
batter_k_rate,5207.248281955719,527
batter_pa_count,5106.134533047676,668
pitcher_bb_rate,5082.191386222839,626
runner_count,4585.231259942055,210
batter_bb_rate,4452.563268899918,492
vs_ops,4383.944676756859,606
pitcher_k_rate,4051.021449446678,501
batter_avg,3791.659816622734,463
is_leadoff_batter_in_inning,3712.558111190796,201
pitcher_k9,3519.9625737667084,492
pitcher_recent_bf_ops,3436.666986823082,470
batter_vs_rhp_avg,3143.79327249527,400
pitcher_vs_lhb_ops,3135.6223771572113,420
batter_vs_rhp_ops,3056.5744482278824,384
pitcher_vs_lhb_avg,2901.3888486623764,404
batter_obp,2888.5061753988266,399
pitcher_vs_rhb_avg,2845.402201771736,405
pitcher_era,2718.0643360614777,375
batter_ops,2688.6770983934402,340
pitcher_xbh_rate_allowed,2631.4691076278687,368
inning,2541.10486638546,281
batter_recent_10pa_ops,2407.565713405609,335
pitcher_whip,2390.8790764808655,328
batter_xbh_rate,2321.748838186264,288
pitcher_vs_rhb_ops,2301.7316447496414,312
pitcher_ops,2251.359937787056,327
batter_vs_lhp_avg,2160.864804983139,303
batter_iso,2143.063221335411,276
batter_vs_lhp_ops,2140.3731206655502,319
batter_slg,2059.6642023324966,267
score_diff,2059.2379336357117,227
pitcher_hr_rate,1990.6877675056458,298
batter_hr_rate,1751.7855031490326,223
pitcher_recent_bf_avg,1698.5942075252533,230
batter_recent_5pa_ops,1541.7826001644135,184
batter_recent_10pa_avg,1231.3078233003616,180
batting_turn_in_game,1163.3702502250671,123
pitcher_recent_bf_k_rate,1035.4727716445923,155
runner2,836.9323967695236,63
batter_recent_10pa_k_rate,773.9064495563507,130
pitcher_recent_bf_bb_rate,668.0819103717804,98
runner1,660.4372025728226,58
batter_recent_10pa_bb_rate,463.9594602584839,65
Home_Away_id,131.22931957244873,18
batter_hand,80.24765968322754,9
pitcher_hand,63.37813925743103,11
top_bottom,45.85870957374573,5
runner3,22.563440322875977,3
