model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.40850803989415835,0.2896815763601287,0.28850286310538176,0.28599779129522157,0.39373959423036686,0.7081213108080603,0.900468145735803,,,
fm,0.2723386932627722,0.29498321076776446,0.3076613992286666,0.26368854413441867,0.2854247903768374,0.5770405047832282,0.8247506615102789,1.3655796262122646,9.0,1.354860581318275
