model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss,best_valid_macro_f1
lightgbm_cw,0.38998575208630165,0.16218129575380325,0.15155971785203676,0.14970758549166968,0.3586679402455799,0.38998575208630165,0.3711938504147138,0.6596784042336657,0.8347242010991248,,,,
fm_cw,0.27071036026867495,0.1474221212866571,0.15696255711772789,0.14376066058394255,0.3525422846298145,0.27071036026867495,0.29758896236843474,0.5163851007531041,0.7168736006513332,3.2156938716493215,21.0,3.147498594333817,0.14329361526565887
