model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.4970486464481987,0.17572602305368,0.12720523722770008,0.08813221633744364,0.33626856552427503,0.7195196417667413,0.8585385711377976,,,
fm,0.49562385507836354,0.12164553297975648,0.12679084874516347,0.08778460007101896,0.3354802552448425,0.7121921432933035,0.8569102381437004,1.4032099023992117,11.0,1.4146177237576778
