feature,importance_gain,importance_split
batter_id,106258.81478023529,2796
pitcher_id,99418.18896436691,3121
bat_order,13315.525672316551,251
previous_result5,10182.333138227463,613
previous_result1,9919.29435300827,585
previous_result4,9824.068351268768,586
previous_result3,8998.91834282875,549
previous_result2,8983.722576618195,527
batter_iso,6172.62762928009,412
batter_avg,5313.365141987801,350
out_count,5208.181466460228,186
pitcher_k9,5063.161841392517,363
pitcher_vs_rhb_ops,5037.559593439102,362
pitcher_ops,4828.9258061647415,322
batter_vs_rhp_avg,4815.520371079445,341
batter_vs_rhp_ops,4726.964377641678,337
batter_obp,4712.382451176643,314
pitcher_recent_bf_ops,4679.845789909363,344
pitcher_vs_rhb_avg,4586.760065197945,336
pitcher_vs_lhb_avg,4552.91353726387,325
batter_recent_10pa_ops,4505.365419149399,330
pitcher_vs_lhb_ops,4493.709845304489,302
batter_ops,4387.745827198029,302
batter_vs_lhp_ops,4115.4081110954285,293
pitcher_whip,4044.211351275444,284
batter_vs_lhp_avg,4036.8071377277374,300
batter_slg,3812.0455309152603,273
pitcher_era,3501.6150534152985,252
inning,3457.7099330425262,242
pitcher_recent_bf_avg,2700.252548456192,194
vs_ops,2585.9306361675262,187
batter_recent_5pa_ops,2567.1148183345795,186
batter_recent_10pa_avg,2360.780529022217,169
runner_count,1784.7572503089905,87
batter_recent_10pa_k_rate,1695.1640496253967,114
score_diff,1671.5878579616547,134
is_leadoff_batter_in_inning,1562.9754986763,56
pitcher_recent_bf_k_rate,1400.9084737300873,110
batting_turn_in_game,1339.0723589658737,89
batter_recent_10pa_bb_rate,1146.9877903461456,80
stadium_id,1057.4758577346802,73
pitcher_recent_bf_bb_rate,1031.5100457668304,80
score_state,863.0584228038788,62
runner1,490.2603335380554,26
Home_Away_id,377.00736141204834,26
runner2,287.0891115665436,24
batter_hand,230.63785028457642,14
is_scoring_position,226.74476790428162,19
is_late_inning,152.5999002456665,8
pitcher_hand,135.625,5
top_bottom,126.94394016265869,9
runner3,95.23258781433105,8
is_bases_loaded,33.64680099487305,2
