model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.4107469977610421,0.2585811171130638,0.2415947847976449,0.23932161455341255,0.3840050499575396,0.6771829839202117,0.8389985752086302,,,
fm,0.20618766537756972,0.24461927198705732,0.2597053246588271,0.1978177481366537,0.20642511520043308,0.45145532261347443,0.670059027071036,1.5796958840162671,9.0,1.5722852444547575
