model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.41318949725218806,0.25474567481155047,0.24218923647659185,0.23956092967771622,0.38655303076709563,0.6722979849379198,0.8369631589660086,,,
fm,0.22776307754935884,0.2518135598525782,0.27621331659651466,0.21694059182712885,0.23471822932865075,0.47689802564624467,0.6871565235090576,1.5757413290436486,11.0,1.5758331615970174
