game_date,stadium_id,top_bottom,bat_order,batter_obp,batter_ops,batter_xbh_rate,batter_vs_rhp_avg,batter_vs_rhp_ops,batter_vs_lhp_avg,batter_vs_lhp_ops
2025-04-04,神宮,0,7,0.1429,0.1429,0.0,0.0,0.166667,0.0,0.0
2025-04-04,神宮,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,神宮,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,神宮,1,1,0.35,0.8,0.1,0.461538,1.0,0.142857,0.428571
2025-04-04,神宮,1,2,0.1429,0.2857,0.0,0.142857,0.285714,0.142857,0.285714
2025-04-04,神宮,1,3,0.0833,0.1667,0.0,0.111111,0.222222,0.0,0.0
2025-04-04,神宮,1,4,0.25,0.6184,0.05,0.166667,0.647436,0.285714,0.571429
2025-04-04,神宮,1,5,0.25,0.65,0.15,0.071429,0.142857,0.666667,1.833333
2025-04-04,神宮,1,6,0.3889,0.6556,0.0,0.181818,0.48951,0.5,1.1
2025-04-04,神宮,1,7,0.1111,0.2222,0.0,0.333333,0.666667,0.0,0.0
2025-04-04,神宮,1,8,0.5,1.1,0.166666667,0.666667,1.666667,0.0,0.333333
2025-04-04,神宮,1,9,,,,,,,
2025-04-04,ＺＯＺＯマリン,0,1,0.2821,0.6242,0.052631579,0.428571,0.928571,0.0,0.0
2025-04-04,ＺＯＺＯマリン,0,2,0.266,0.5073,0.055555556,0.307692,0.818681,0.0,0.0
2025-04-04,ＺＯＺＯマリン,0,3,0.3077,0.7035,0.052631579,0.333333,0.928571,0.25,0.65
2025-04-04,ＺＯＺＯマリン,0,4,0.4211,1.0322,0.230769231,0.454545,1.227273,1.0,3.0
2025-04-04,ＺＯＺＯマリン,0,5,0.3377,0.6318,0.0,0.1,0.35,0.5,1.1
2025-04-04,ＺＯＺＯマリン,0,6,0.4205,0.7867,0.0,0.3,0.663636,0.25,0.5
2025-04-04,ＺＯＺＯマリン,0,7,0.3012,0.6387,0.0,0.0,0.0,0.0,0.0
2025-04-04,ＺＯＺＯマリン,0,8,0.32,0.6678,0.153846154,0.4,1.016667,1.0,2.0
2025-04-04,ＺＯＺＯマリン,0,9,0.2913,0.5935,0.0,0.0,0.125,0.0,0.0
2025-04-04,ＺＯＺＯマリン,1,1,0.4359,0.9915,0.0625,0.176471,0.439628,0.363636,1.143939
2025-04-04,ＺＯＺＯマリン,1,2,0.3404,0.6969,0.043478261,0.2,0.4,0.25,0.625
2025-04-04,ＺＯＺＯマリン,1,3,0.3125,0.6681,0.052631579,0.428571,0.966667,0.0,0.333333
2025-04-04,ＺＯＺＯマリン,1,4,0.2917,0.7482,0.095238095,0.4,1.2,0.2,0.533333
2025-04-04,ＺＯＺＯマリン,1,5,0.2857,0.6015,0.095238095,0.153846,0.420513,0.333333,1.0
2025-04-04,ＺＯＺＯマリン,1,6,0.313,0.7372,0.0,0.0,0.25,0.0,0.0
2025-04-04,ＺＯＺＯマリン,1,7,0.4545,0.8295,0.2,1.0,2.0,0.333333,1.166667
2025-04-04,ＺＯＺＯマリン,1,8,0.2895,0.6228,0.0,0.3,0.916667,0.0,0.0
2025-04-04,ＺＯＺＯマリン,1,9,0.2836,0.5336,0.142857143,0.0,0.0,0.333333,1.166667
2025-04-05,みずほペイペイドーム,0,1,0.2917,0.6737,0.0,0.117647,0.284314,0.2,0.4
2025-04-05,みずほペイペイドーム,0,2,0.3393,0.6933,0.0,0.4375,0.9375,0.0,0.0
2025-04-05,みずほペイペイドーム,0,3,0.337,0.6209,0.0,0.133333,0.309804,0.4,0.8
2025-04-05,みずほペイペイドーム,0,4,0.2292,0.4632,0.055555556,0.1875,0.4375,0.0,0.0
2025-04-05,みずほペイペイドーム,0,5,0.55,1.2167,0.1,0.538462,1.369231,0.4,0.8
2025-04-05,みずほペイペイドーム,0,6,0.1429,0.4286,0.142857143,0.333333,1.0,0.0,0.0
2025-04-05,みずほペイペイドーム,0,7,0.2807,0.5256,0.058823529,0.1,0.490909,0.5,1.1
2025-04-05,みずほペイペイドーム,0,8,0.2667,0.4718,0.0,0.125,0.25,0.333333,0.666667
2025-04-05,みずほペイペイドーム,0,9,0.2658,0.5458,0.117647059,0.2,0.6,0.0,0.142857
2025-04-05,みずほペイペイドーム,1,1,0.3776,0.7224,0.066666667,0.285714,0.651515,0.375,0.875
2025-04-05,みずほペイペイドーム,1,2,0.2727,0.5227,0.0,0.222222,0.522222,0.0,0.25
2025-04-05,みずほペイペイドーム,1,3,0.3462,0.8878,0.076923077,0.368421,1.112782,0.0,0.0
2025-04-05,みずほペイペイドーム,1,4,0.1636,0.2983,0.04,0.05,0.1,0.2,0.6
2025-04-05,みずほペイペイドーム,1,5,0.3913,0.8413,0.041666667,0.352941,0.957983,0.0,0.0
2025-04-05,みずほペイペイドーム,1,6,0.2931,0.6749,0.090909091,0.25,0.753289,0.333333,1.0
2025-04-05,みずほペイペイドーム,1,7,0.4684,0.9176,0.0,0.0,0.0,0.0,0.0
2025-04-05,みずほペイペイドーム,1,8,0.2,0.4188,0.2,0.333333,1.0,0.0,0.0
2025-04-05,みずほペイペイドーム,1,9,0.0,0.0,0.0,,,0.0,0.0
2025-04-05,エスコンフィールド,0,1,0.2143,0.2976,0.0,0.0,0.142857,0.2,0.533333
2025-04-05,エスコンフィールド,0,2,0.2946,0.5942,0.037037037,0.2,0.472727,0.5,1.214286
2025-04-05,エスコンフィールド,0,3,0.3377,0.6871,0.230769231,0.666667,1.692308,0.416667,1.044872
2025-04-05,エスコンフィールド,0,4,0.3505,0.8451,0.04,0.25,0.75,0.333333,0.641026
2025-04-05,エスコンフィールド,0,5,0.3191,0.6763,0.130434783,0.307692,1.126374,0.444444,1.0
2025-04-05,エスコンフィールド,0,6,0.3,0.85,0.222222222,0.5,1.833333,0.0,0.0
2025-04-05,エスコンフィールド,0,7,0.0,0.0,0.0,0.0,0.0,,
2025-04-05,エスコンフィールド,0,8,0.2712,0.5926,0.047619048,0.142857,0.285714,0.181818,0.522727
2025-04-05,エスコンフィールド,0,9,0.2105,0.3355,0.0,0.0,0.0,,
2025-04-05,エスコンフィールド,1,1,0.4,1.0667,0.142857143,0.5,1.166667,0.0,0.0
2025-04-05,エスコンフィールド,1,2,0.2222,0.3472,0.0,0.5,1.166667,0.0,0.0
2025-04-05,エスコンフィールド,1,3,0.2976,0.6872,0.083333333,0.2,0.466667,0.125,0.472222
2025-04-05,エスコンフィールド,1,4,0.2959,0.6895,0.038461538,0.133333,0.466667,0.181818,0.363636
2025-04-05,エスコンフィールド,1,5,0.1667,0.6667,0.166666667,0.2,1.0,0.142857,0.714286
2025-04-05,エスコンフィールド,1,6,0.4,0.7571,0.0,0.333333,0.666667,0.0,0.25
2025-04-05,エスコンフィールド,1,7,0.4444,0.906,0.1,0.333333,0.928571,0.5,1.166667
2025-04-05,エスコンフィールド,1,8,0.2941,0.5767,0.0,0.230769,0.461538,0.0,0.0
2025-04-05,エスコンフィールド,1,9,0.0667,0.0667,0.0,0.0,0.1,0.0,0.0
2025-04-05,マツダスタジアム,0,1,0.3226,0.8065,0.096774194,0.291667,0.791667,0.428571,0.857143
2025-04-05,マツダスタジアム,0,2,0.2581,0.7742,0.129032258,0.318182,0.954545,0.111111,0.333333
2025-04-05,マツダスタジアム,0,3,0.2381,0.4381,0.0,0.166667,0.377193,0.5,1.0
2025-04-05,マツダスタジアム,0,4,0.2857,0.5635,0.095238095,0.214286,0.62381,0.0,0.333333
2025-04-05,マツダスタジアム,0,5,0.4167,0.7803,0.0,0.470588,0.970588,0.0,0.166667
2025-04-05,マツダスタジアム,0,6,0.0909,0.0909,0.0,0.0,0.125,0.0,0.0
2025-04-05,マツダスタジアム,0,7,0.2308,0.4482,0.055555556,0.166667,0.6,0.0,0.0
2025-04-05,マツダスタジアム,0,8,0.1905,0.3405,0.0,0.2,0.45,0.0,0.0
2025-04-05,マツダスタジアム,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,マツダスタジアム,1,1,0.2692,0.4776,0.0,0.133333,0.320833,0.333333,0.733333
2025-04-05,マツダスタジアム,1,2,0.3077,0.5251,0.0,0.272727,0.701299,0.2,0.4
2025-04-05,マツダスタジアム,1,3,0.5,0.9762,0.076923077,0.25,0.770833,0.555556,1.266667
2025-04-05,マツダスタジアム,1,4,0.2857,0.5357,0.071428571,0.125,0.55,0.25,0.5
2025-04-05,マツダスタジアム,1,5,0.2727,0.7013,0.090909091,0.214286,0.552381,0.285714,1.0
2025-04-05,マツダスタジアム,1,6,0.25,0.875,0.125,0.0,0.0,0.666667,2.333333
2025-04-05,マツダスタジアム,1,7,0.0588,0.1765,0.055555556,0.125,0.375,0.0,0.0
2025-04-05,マツダスタジアム,1,8,0.3,0.7,0.1,0.2,0.6,0.4,0.8
2025-04-05,マツダスタジアム,1,9,0.5,1.0,0.0,,,0.5,1.0
2025-04-05,東京ドーム,0,1,0.4242,0.7814,0.03030303,0.3125,0.733553,0.333333,0.845238
2025-04-05,東京ドーム,0,2,0.2812,0.4881,0.0,0.3125,0.733553,0.090909,0.181818
2025-04-05,東京ドーム,0,3,0.2581,0.7063,0.096774194,0.277778,0.982456,0.090909,0.257576
2025-04-05,東京ドーム,0,4,0.3333,0.7576,0.096774194,0.411765,0.950464,0.181818,0.704545
2025-04-05,東京ドーム,0,5,0.2333,0.519,0.066666667,0.1875,0.652778,0.166667,0.333333
2025-04-05,東京ドーム,0,6,0.2917,0.5774,0.083333333,0.1,0.45,0.272727,0.69697
2025-04-05,東京ドーム,0,7,0.4,0.8091,0.08,0.266667,0.788889,0.5,1.0
2025-04-05,東京ドーム,0,8,0.3,0.5222,0.0,0.375,0.920455,0.4,0.8
2025-04-05,東京ドーム,0,9,0.0,0.0,0.0,0.0,0.0,,
2025-04-05,東京ドーム,1,1,0.4231,0.8397,0.038461538,0.384615,0.928205,0.4,0.8
2025-04-05,東京ドーム,1,2,0.4375,1.1272,0.15625,0.375,1.0625,0.384615,1.192308
2025-04-05,東京ドーム,1,3,0.3667,0.7,0.032258065,0.266667,0.645833,0.333333,0.733333
2025-04-05,東京ドーム,1,4,0.5,1.0833,0.096774194,0.266667,0.722222,0.555556,1.615385
2025-04-05,東京ドーム,1,5,0.4,0.7846,0.068965517,0.352941,0.859477,0.25,0.704545
2025-04-05,東京ドーム,1,6,0.4138,0.9495,0.068965517,0.421053,1.081579,0.333333,0.666667
2025-04-05,東京ドーム,1,7,0.3103,0.5411,0.0,0.0,0.0,0.166667,0.309524
2025-04-05,東京ドーム,1,8,0.2222,0.4915,0.074074074,0.25,0.5625,0.125,0.472222
2025-04-05,東京ドーム,1,9,0.0,0.0,0.0,0.0,0.0,,
2025-04-05,神宮,0,1,0.375,0.8233,0.09375,0.35,0.909091,0.222222,0.633333
2025-04-05,神宮,0,2,0.3333,0.6515,0.04,0.315789,0.732057,0.0,0.0
2025-04-05,神宮,0,3,0.381,0.631,0.045454545,0.1,0.407692,0.333333,0.944444
2025-04-05,神宮,0,4,0.2143,0.4451,0.071428571,0.105263,0.348371,0.285714,0.714286
2025-04-05,神宮,0,5,0.3636,0.7136,0.045454545,0.315789,0.749373,0.0,0.0
2025-04-05,神宮,0,6,0.3333,0.8333,0.166666667,0.4,1.0,0.285714,0.714286
2025-04-05,神宮,0,7,0.3571,0.6071,0.0,0.285714,0.660714,0.25,0.65
2025-04-05,神宮,0,8,0.1379,0.212,0.0,0.058824,0.216718,0.125,0.25
2025-04-05,神宮,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,神宮,1,1,0.32,0.72,0.08,0.411765,0.882353,0.125,0.375
2025-04-05,神宮,1,2,0.1176,0.2353,0.0,0.142857,0.285714,0.0,0.0
2025-04-05,神宮,1,3,0.2917,0.6553,0.041666667,0.2,0.694118,0.285714,0.571429
2025-04-05,神宮,1,4,0.2,0.52,0.12,0.052632,0.105263,0.666667,1.833333
2025-04-05,神宮,1,5,0.2,0.2,0.0,0.0,0.166667,0.0,0.25
2025-04-05,神宮,1,6,0.1154,0.2308,0.0,0.111111,0.222222,0.125,0.25
2025-04-05,神宮,1,7,0.4167,0.5417,0.0,0.166667,0.541667,0.0,0.666667
2025-04-05,神宮,1,8,0.0909,0.1818,0.0,0.2,0.4,0.0,0.0
2025-04-05,神宮,1,9,0.0,0.0,0.0,,,0.0,0.0
2025-04-05,ＺＯＺＯマリン,0,1,0.2892,0.6348,0.041666667,0.421053,0.894737,0.0,0.0
2025-04-05,ＺＯＺＯマリン,0,2,0.2298,0.5264,0.125,0.4,1.0,0.0,0.0
2025-04-05,ＺＯＺＯマリン,0,3,0.2982,0.6636,0.041666667,0.25,0.743421,0.25,0.65
2025-04-05,ＺＯＺＯマリン,0,4,0.3913,1.0731,0.235294118,0.4,1.2375,1.0,3.0
2025-04-05,ＺＯＺＯマリン,0,5,0.3171,0.591,0.0,0.066667,0.243137,0.5,1.1
2025-04-05,ＺＯＺＯマリン,0,6,0.4239,0.8106,0.052631579,0.357143,0.828571,0.25,0.5
2025-04-05,ＺＯＺＯマリン,0,7,0.3103,0.6556,0.0,0.4,0.8,0.0,0.0
2025-04-05,ＺＯＺＯマリン,0,8,0.3103,0.6437,0.117647059,0.357143,0.875,1.0,2.0
2025-04-05,ＺＯＺＯマリン,0,9,0.2955,0.5959,0.0,0.0,0.25,0.0,0.0
2025-04-05,ＺＯＺＯマリン,1,1,0.4186,0.9314,0.055555556,0.166667,0.416667,0.307692,1.015385
2025-04-05,ＺＯＺＯマリン,1,2,0.5,0.8333,0.0,1.0,2.0,,
2025-04-05,ＺＯＺＯマリン,1,3,0.3077,0.6546,0.043478261,0.466667,1.033333,0.0,0.166667
2025-04-05,ＺＯＺＯマリン,1,4,0.2885,0.7885,0.12,0.375,1.125,0.25,0.958333
2025-04-05,ＺＯＺＯマリン,1,5,0.28,0.5843,0.08,0.214286,0.526786,0.222222,0.666667
2025-04-05,ＺＯＺＯマリン,1,6,0.25,0.4871,0.055555556,0.066667,0.391667,0.0,0.0
2025-04-05,ＺＯＺＯマリン,1,7,0.2794,0.5127,0.054054054,0.157895,0.39599,0.307692,1.015385
2025-04-05,ＺＯＺＯマリン,1,8,0.3571,0.7738,0.142857143,0.272727,0.839161,,
2025-04-05,ＺＯＺＯマリン,1,9,0.2128,0.4128,0.0,0.285714,0.660714,,
2025-04-06,みずほペイペイドーム,0,1,0.297,0.6734,0.0,0.111111,0.269006,0.25,0.583333
2025-04-06,みずほペイペイドーム,0,2,0.3342,0.6829,0.035714286,0.411765,0.885449,0.125,0.472222
2025-04-06,みずほペイペイドーム,0,3,0.3505,0.6481,0.037037037,0.133333,0.355556,0.375,0.944444
2025-04-06,みずほペイペイドーム,0,4,0.2308,0.4508,0.043478261,0.176471,0.411765,0.0,0.166667
2025-04-06,みずほペイペイドーム,0,5,0.52,1.1287,0.08,0.571429,1.410714,0.333333,0.666667
2025-04-06,みずほペイペイドーム,0,6,0.0909,0.2727,0.090909091,0.25,0.75,0.0,0.0
2025-04-06,みずほペイペイドーム,0,7,0.2951,0.597,0.095238095,0.25,0.897436,0.333333,0.761905
2025-04-06,みずほペイペイドーム,0,8,0.2653,0.5444,0.066666667,0.111111,0.222222,0.4,1.4
2025-04-06,みずほペイペイドーム,0,9,0.2771,0.5592,0.095238095,0.25,0.666667,0.0,0.222222
2025-04-06,みずほペイペイドーム,1,1,0.3824,0.745,0.088235294,0.272727,0.62253,0.454545,1.090909
2025-04-06,みずほペイペイドーム,1,2,0.3125,0.5801,0.0,0.416667,0.878205,,
2025-04-06,みずほペイペイドーム,1,3,0.3333,0.869,0.1,0.4,1.204545,0.0,0.0
2025-04-06,みずほペイペイドーム,1,4,0.1525,0.2775,0.034482759,0.047619,0.095238,0.125,0.375
2025-04-06,みずほペイペイドーム,1,5,0.3704,0.787,0.035714286,0.388889,1.010101,0.0,0.0
2025-04-06,みずほペイペイドーム,1,6,0.3065,0.6963,0.076923077,0.235294,0.711765,0.5,1.166667
2025-04-06,みずほペイペイドーム,1,7,0.3333,0.3333,0.0,0.0,0.0,0.0,0.5
2025-04-06,みずほペイペイドーム,1,8,0.1842,0.3842,0.153846154,0.333333,1.0,0.0,0.0
2025-04-06,みずほペイペイドーム,1,9,0.3333,0.7007,0.0,0.214286,0.428571,,
2025-04-06,エスコンフィールド,0,1,0.3333,0.7018,0.055555556,0.333333,0.928571,0.181818,0.363636
2025-04-06,エスコンフィールド,0,2,0.2996,0.6045,0.03030303,0.266667,0.579167,0.5,1.214286
2025-04-06,エスコンフィールド,0,3,0.3401,0.6957,0.233333333,0.625,1.584559,0.416667,1.044872
2025-04-06,エスコンフィールド,0,4,0.3564,0.8513,0.033333333,0.3125,0.794118,0.333333,0.641026
2025-04-06,エスコンフィールド,0,5,0.3232,0.7277,0.178571429,0.333333,1.25731,0.444444,1.0
2025-04-06,エスコンフィールド,0,6,0.1,0.2,0.0,0.0,0.0,0.2,0.4
2025-04-06,エスコンフィールド,0,7,0.2836,0.643,0.0,0.214286,0.428571,0.181818,0.431818
2025-04-06,エスコンフィールド,0,8,0.2576,0.5363,0.0,0.5,1.0,,
2025-04-06,エスコンフィールド,0,9,0.2917,0.5022,0.2,0.333333,1.266667,,
2025-04-06,エスコンフィールド,1,1,0.4242,0.8606,0.076923077,0.222222,0.633333,0.5,1.166667
2025-04-06,エスコンフィールド,1,2,0.2051,0.4484,0.0,0.1,0.2,,
2025-04-06,エスコンフィールド,1,3,0.3039,0.7121,0.066666667,0.210526,0.631579,0.181818,0.363636
2025-04-06,エスコンフィールド,1,4,0.2957,0.8272,0.227272727,0.285714,1.142857,0.428571,1.357143
2025-04-06,エスコンフィールド,1,5,0.2955,0.7152,0.107142857,0.210526,0.631579,0.125,0.472222
2025-04-06,エスコンフィールド,1,6,0.225,0.4355,0.0,0.2,0.533333,0.0,0.0
2025-04-06,エスコンフィールド,1,7,0.1364,0.5455,0.125,0.111111,0.555556,0.142857,0.714286
2025-04-06,エスコンフィールド,1,8,0.3684,0.9474,0.090909091,0.4,0.9,0.0,0.0
2025-04-06,エスコンフィールド,1,9,0.1111,0.1699,0.0,0.083333,0.237179,0.0,0.0
2025-04-06,マツダスタジアム,0,1,0.3243,0.7838,0.081081081,0.28,0.76,0.416667,0.833333
2025-04-06,マツダスタジアム,0,2,0.25,0.7071,0.111111111,0.318182,0.98419,0.076923,0.230769
2025-04-06,マツダスタジアム,0,3,0.3333,0.7619,0.095238095,0.352941,0.823529,0.25,0.5
2025-04-06,マツダスタジアム,0,4,0.3929,0.739,0.0,0.5,1.026316,0.0,0.111111
2025-04-06,マツダスタジアム,0,5,0.3077,0.6277,0.038461538,0.210526,0.513158,0.5,1.0
2025-04-06,マツダスタジアム,0,6,0.1429,0.7143,0.142857143,0.25,1.25,0.0,0.0
2025-04-06,マツダスタジアム,0,7,0.125,0.1917,0.0,0.142857,0.365079,0.0,0.0
2025-04-06,マツダスタジアム,0,8,0.2083,0.3822,0.0,0.2,0.45,0.125,0.236111
2025-04-06,マツダスタジアム,0,9,0.0,0.0,0.0,0.0,0.0,,
2025-04-06,マツダスタジアム,1,1,0.3,0.5222,0.0,0.222222,0.522222,,
2025-04-06,マツダスタジアム,1,2,0.2581,0.4366,0.0,0.25,0.65,0.142857,0.285714
2025-04-06,マツダスタジアム,1,3,0.4839,0.9639,0.096774194,0.25,0.803922,0.461538,1.115385
2025-04-06,マツダスタジアム,1,4,0.5,1.2273,0.083333333,0.4,1.154545,1.0,2.0
2025-04-06,マツダスタジアム,1,5,0.3077,1.2308,0.230769231,0.0,0.0,0.666667,2.666667
2025-04-06,マツダスタジアム,1,6,0.2692,0.6692,0.076923077,0.214286,0.552381,0.272727,0.818182
2025-04-06,マツダスタジアム,1,7,0.1364,0.3182,0.043478261,0.1,0.3,0.181818,0.348485
2025-04-06,マツダスタジアム,1,8,0.2308,0.5385,0.076923077,0.2,0.6,0.25,0.5
2025-04-06,マツダスタジアム,1,9,0.3333,0.6667,0.0,0.0,0.0,0.5,1.0
2025-04-06,東京ドーム,0,1,0.3947,0.819,0.052631579,0.3,0.841304,0.307692,0.784615
2025-04-06,東京ドーム,0,2,0.25,0.4318,0.0,0.25,0.597826,0.090909,0.181818
2025-04-06,東京ドーム,0,3,0.2857,0.9221,0.142857143,0.318182,1.256917,0.090909,0.257576
2025-04-06,東京ドーム,0,4,0.325,0.7304,0.085714286,0.380952,0.867495,0.181818,0.704545
2025-04-06,東京ドーム,0,5,0.2353,0.5478,0.088235294,0.2,0.672727,0.166667,0.333333
2025-04-06,東京ドーム,0,6,0.3333,0.6377,0.074074074,0.166667,0.535714,0.272727,0.748252
2025-04-06,東京ドーム,0,7,0.3793,0.7393,0.068965517,0.235294,0.733894,0.428571,0.857143
2025-04-06,東京ドーム,0,8,0.2222,0.4444,0.0,0.2,0.4,0.333333,0.666667
2025-04-06,東京ドーム,0,9,0.0,0.0,0.0,,,0.0,0.0
2025-04-06,東京ドーム,1,1,0.2,0.4,0.0,0.2,0.4,0.0,0.0
2025-04-06,東京ドーム,1,2,0.4444,1.1414,0.166666667,0.375,1.0625,0.411765,1.205882
2025-04-06,東京ドーム,1,3,0.3529,0.6755,0.028571429,0.3125,0.727941,0.266667,0.6
2025-04-06,東京ドーム,1,4,0.5,1.25,0.142857143,0.25,0.680921,0.583333,1.958333
2025-04-06,東京ドーム,1,5,0.4062,0.9546,0.09375,0.421053,1.081579,0.333333,0.75
2025-04-06,東京ドーム,1,6,0.3529,0.6863,0.060606061,0.333333,0.812865,0.181818,0.538961
2025-04-06,東京ドーム,1,7,0.2778,0.5131,0.0,0.25,0.557692,0.2,0.4
2025-04-06,東京ドーム,1,8,0.2333,0.4833,0.066666667,0.25,0.5625,0.1,0.45
2025-04-06,東京ドーム,1,9,0.5,1.0,0.0,,,0.5,1.0
2025-04-06,神宮,0,1,0.3611,0.7674,0.083333333,0.318182,0.854545,0.2,0.572727
2025-04-06,神宮,0,2,0.75,1.75,0.25,0.666667,1.666667,,
2025-04-06,神宮,0,3,0.1667,0.2576,0.0,0.066667,0.243137,0.166667,0.309524
2025-04-06,神宮,0,4,0.1875,0.3875,0.0625,0.086957,0.290435,0.285714,0.714286
2025-04-06,神宮,0,5,0.32,0.6243,0.04,0.272727,0.651515,0.0,0.0
2025-04-06,神宮,0,6,0.32,0.52,0.038461538,0.071429,0.306723,0.333333,0.944444
2025-04-06,神宮,0,7,0.1875,0.3542,0.03125,0.157895,0.448622,0.111111,0.222222
2025-04-06,神宮,0,8,0.2941,0.4941,0.0,0.222222,0.522222,0.2,0.533333
2025-04-06,神宮,0,9,0.5,1.0,0.0,0.5,1.0,,
2025-04-06,神宮,1,1,0.3103,0.7241,0.103448276,0.388889,0.833333,0.181818,0.545455
2025-04-06,神宮,1,2,0.3913,0.6545,0.0,0.2,0.533333,0.5,1.1
2025-04-06,神宮,1,3,0.25,0.5577,0.035714286,0.1875,0.652778,0.2,0.4
2025-04-06,神宮,1,4,0.2759,0.7241,0.172413793,0.095238,0.190476,0.75,2.125
2025-04-06,神宮,1,5,0.2143,0.5476,0.071428571,0.0,0.125,0.2,1.133333
2025-04-06,神宮,1,6,0.1034,0.2069,0.0,0.105263,0.210526,0.1,0.2
2025-04-06,神宮,1,7,0.6,1.35,0.2,0.333333,0.833333,1.0,3.0
2025-04-06,神宮,1,8,0.1667,0.3333,0.0,0.0,0.0,1.0,2.0
2025-04-06,神宮,1,9,0.0,0.0,0.0,0.0,0.0,,
2025-04-06,ＺＯＺＯマリン,0,1,0.2874,0.6207,0.035714286,0.421053,0.894737,0.0,0.111111
2025-04-06,ＺＯＺＯマリン,0,2,0.2708,0.518,0.05,0.333333,0.841667,0.0,0.0
2025-04-06,ＺＯＺＯマリン,0,3,0.314,0.5867,0.0,0.125,0.347222,0.285714,0.660714
2025-04-06,ＺＯＺＯマリン,0,4,0.3704,0.9858,0.19047619,0.375,1.161765,0.5,1.25
2025-04-06,ＺＯＺＯマリン,0,5,0.3226,0.6329,0.0,0.2,0.4,,
2025-04-06,ＺＯＺＯマリン,0,6,0.4167,0.7964,0.043478261,0.333333,0.775,0.285714,0.571429
2025-04-06,ＺＯＺＯマリン,0,7,0.2941,0.4941,0.0,0.285714,0.660714,0.0,0.0
2025-04-06,ＺＯＺＯマリン,0,8,0.2978,0.6046,0.0,0.0,0.25,0.4,0.8
2025-04-06,ＺＯＺＯマリン,0,9,0.3077,0.6713,0.0,0.5,1.0,,
2025-04-06,ＺＯＺＯマリン,1,1,0.4255,0.9372,0.046511628,0.26087,0.607023,0.285714,0.946429
2025-04-06,ＺＯＺＯマリン,1,2,0.2958,0.5377,0.045454545,0.26087,0.607023,0.266667,0.886275
2025-04-06,ＺＯＺＯマリン,1,3,0.2909,0.6178,0.037037037,0.388889,0.844444,0.0,0.166667
2025-04-06,ＺＯＺＯマリン,1,4,0.2857,0.7574,0.103448276,0.315789,0.981579,0.25,0.958333
2025-04-06,ＺＯＺＯマリン,1,5,0.2759,0.5722,0.068965517,0.222222,0.522222,0.222222,0.666667
2025-04-06,ＺＯＺＯマリン,1,6,0.3367,0.6883,0.037037037,0.1875,0.375,0.2,0.572727
2025-04-06,ＺＯＺＯマリン,1,7,0.3132,0.7393,0.076923077,0.0,0.25,0.111111,0.333333
2025-04-06,ＺＯＺＯマリン,1,8,0.2432,0.4732,0.047619048,0.055556,0.327485,0.0,0.0
2025-04-06,ＺＯＺＯマリン,1,9,0.22,0.4115,0.0,0.25,0.65,0.0,0.0
2025-04-08,ベルーナドーム,0,1,0.2933,0.5358,0.039215686,0.26087,0.607023,0.227273,0.700758
2025-04-08,ベルーナドーム,0,2,0.3333,0.5333,0.0,0.25,0.75,0.153846,0.445055
2025-04-08,ベルーナドーム,0,3,0.3295,0.7093,0.111111111,0.333333,0.777778,,
2025-04-08,ベルーナドーム,0,4,0.2712,0.7176,0.09375,0.315789,0.981579,0.181818,0.704545
2025-04-08,ベルーナドーム,0,5,0.25,0.5167,0.0625,0.222222,0.522222,0.166667,0.5
2025-04-08,ベルーナドーム,0,6,0.2712,0.5748,0.032258065,0.388889,0.844444,0.0,0.1
2025-04-08,ベルーナドーム,0,7,0.2941,0.6275,0.117647059,0.230769,0.717949,0.0,0.0
2025-04-08,ベルーナドーム,0,8,0.2456,0.4711,0.041666667,0.055556,0.327485,0.0,0.2
2025-04-08,ベルーナドーム,0,9,0.2075,0.3875,0.0,0.25,0.65,0.0,0.0
2025-04-08,ベルーナドーム,1,1,0.2885,0.653,0.0,0.095238,0.231602,0.25,0.583333
2025-04-08,ベルーナドーム,1,2,0.3383,0.6914,0.03125,0.47619,0.99793,0.125,0.472222
2025-04-08,ベルーナドーム,1,3,0.3465,0.642,0.032258065,0.157895,0.385167,0.375,0.944444
2025-04-08,ベルーナドーム,1,4,0.25,0.4907,0.037037037,0.238095,0.52381,0.0,0.166667
2025-04-08,ベルーナドーム,1,5,0.4483,0.9668,0.068965517,0.444444,1.111111,0.333333,0.666667
2025-04-08,ベルーナドーム,1,6,0.2824,0.5608,0.086956522,0.230769,0.67033,0.0,0.222222
2025-04-08,ベルーナドーム,1,7,0.3077,0.641,0.12,0.3125,0.981618,0.333333,0.761905
2025-04-08,ベルーナドーム,1,8,0.2745,0.5634,0.058823529,0.181818,0.363636,0.4,1.4
2025-04-08,ベルーナドーム,1,9,0.2917,0.5298,0.0,0.0,0.0,,
2025-04-08,京セラドーム大阪,0,1,0.3832,0.7411,0.076923077,0.269231,0.629121,0.454545,1.090909
2025-04-08,京セラドーム大阪,0,2,0.2941,0.6066,0.0,0.333333,0.666667,,
2025-04-08,京セラドーム大阪,0,3,0.3214,0.5817,0.0,0.357143,0.827731,,
