name,AB,H,2B,3B,HR,TB,BB,HBP,SF
齋藤大翔,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
佐々木健,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
佐藤隼輔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
佐藤太陽,30.0,5.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0
篠原響,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
菅井信也,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉山遙希,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
炭谷銀仁朗,81.0,19.0,4.0,0.0,0.0,23.0,3.0,1.0,0.0
隅田知一郎,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
セデーニョ,224.0,51.0,6.0,1.0,7.0,80.0,15.0,2.0,2.0
平良海馬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
髙橋光成,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
髙松渡,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
滝澤夏央,385.0,90.0,4.0,0.0,0.0,94.0,28.0,2.0,0.0
武内夏暉,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
田村伊知郎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
柘植世那,16.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
デービス,113.0,23.0,3.0,0.0,3.0,35.0,17.0,1.0,0.0
外崎修汰,359.0,84.0,13.0,1.0,5.0,114.0,39.0,4.0,8.0
仲田慶介,87.0,20.0,2.0,0.0,0.0,22.0,4.0,2.0,0.0
仲三河優太,9.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
中村剛也,96.0,23.0,5.0,0.0,3.0,37.0,13.0,1.0,0.0
中村祐太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西川愛也,507.0,134.0,26.0,3.0,10.0,196.0,32.0,9.0,3.0
ネビン,509.0,141.0,24.0,0.0,21.0,228.0,45.0,11.0,5.0
野村大樹,35.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
長谷川信哉,400.0,90.0,16.0,3.0,6.0,130.0,33.0,3.0,5.0
羽田慎之介,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
浜屋将太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
平沢大河,17.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
平沼翔太,156.0,34.0,3.0,1.0,0.0,39.0,4.0,2.0,1.0
蛭間拓哉,34.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
古市尊,18.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
古川雄大,12.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
ボー・タカハシ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
牧野翔矢,61.0,13.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0
松原聖弥,22.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
松本航,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
豆田泰志,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
水上由伸,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
村田怜音,82.0,16.0,4.0,0.0,2.0,26.0,2.0,1.0,0.0
モンテル,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
元山飛優,85.0,13.0,8.0,0.0,0.0,21.0,1.0,0.0,0.0
山田陽翔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山野辺翔,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山村崇嘉,211.0,52.0,8.0,1.0,4.0,74.0,14.0,2.0,3.0
與座海人,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ｅ．ラミレス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
渡部聖弥,425.0,110.0,16.0,3.0,12.0,168.0,21.0,4.0,2.0
渡邉勇太朗,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEAGUE_AVERAGE,79.35448275862069,19.38344827586207,3.193103448275862,0.3627586206896552,1.5117241379310344,27.837241379310345,6.288275862068965,0.8206896551724138,0.5227586206896552
