team,name,Hand,AVG,HR,SLG,SB,IsoD,type_power,type_avg,type_speed,type_eye,type_all
ヤクルト,長谷川宙輝,左打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ヤクルト,濱田太貴,右打,0.07692307692307693,0.0,0.07692307692307693,0.0,0.03418803418803418,0,0,0,0,0
ヤクルト,増田珠,右打,0.20652173913043478,2.0,0.31521739130434784,0.0,0.04858030168589175,0,0,0,0,0
ヤクルト,松本健吾,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ヤクルト,松本直樹,右打,0.26865671641791045,1.0,0.34328358208955223,1.0,0.01911306775475141,0,0,0,0,0
ヤクルト,丸山和郁,左打,0.24110671936758893,0.0,0.2766798418972332,4.0,0.07072123762165838,0,0,0,0,0
ヤクルト,宮本丈,左打,0.2585034013605442,0.0,0.2789115646258503,1.0,0.05399659863945577,0,0,0,0,0
ヤクルト,村上宗隆,左打,0.244,33.0,0.472,10.0,0.13468852459016395,1,0,0,1,0
ヤクルト,ヤフーレ,両打,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0,0,0,0,0
ヤクルト,山崎晃大朗,左打,0.13333333333333333,0.0,0.13333333333333333,1.0,0.0787878787878788,0,0,0,0,0
ヤクルト,山田哲人,右打,0.22647058823529412,14.0,0.39705882352941174,1.0,0.08002291825821237,0,0,0,1,0
ヤクルト,山野太一,左打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ヤクルト,吉村貢司郎,右打,0.047619047619047616,0.0,0.047619047619047616,0.0,0.043290043290043295,0,0,0,0,0
ヤクルト,ロドリゲス,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,石垣雅海,右打,0.2,0.0,0.3,1.0,0.0,0,0,0,0,0
中日,石川昂弥,右打,0.27165354330708663,4.0,0.38188976377952755,0.0,0.048346456692913375,0,0,0,0,0
中日,石橋康太,右打,0.20833333333333334,0.0,0.2916666666666667,0.0,0.02243589743589744,0,0,0,0,0
中日,板山祐太郎,左打,0.23595505617977527,3.0,0.34269662921348315,1.0,0.054200384234732474,0,0,0,0,0
中日,上林誠知,左打,0.19148936170212766,1.0,0.2553191489361702,0.0,0.056035390773119864,0,0,0,0,0
中日,鵜飼航丞,右打,0.18518518518518517,0.0,0.25925925925925924,0.0,0.0,0,0,0,0,0
中日,宇佐見真吾,左打,0.3026315789473684,3.0,0.4144736842105263,0.0,0.03479173393606716,1,1,0,0,0
中日,梅津晃大,右打,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0,0,0,0,0
中日,大島洋平,左打,0.19827586206896552,0.0,0.25,1.0,0.05772413793103448,0,0,0,0,0
中日,大野雄大,左打,0.08333333333333333,0.0,0.08333333333333333,0.0,0.07051282051282053,0,0,0,0,0
中日,小笠原慎之介,左打,0.08333333333333333,0.0,0.08333333333333333,0.0,0.024774774774774785,0,0,0,0,0
中日,岡林勇希,左打,0.2564705882352941,0.0,0.29411764705882354,10.0,0.04749416947395696,0,0,0,0,0
中日,尾田剛樹,左打,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0
中日,カリステ,右打,0.260752688172043,7.0,0.3521505376344086,2.0,0.026426799007444157,0,0,0,0,0
中日,加藤匠馬,右打,0.17073170731707318,0.0,0.22764227642276422,0.0,0.013268292682926813,0,0,0,0,0
中日,川越誠司,左打,0.2676056338028169,2.0,0.39436619718309857,0.0,0.039061032863849765,0,0,0,0,0
中日,木下拓哉,右打,0.22777777777777777,3.0,0.3,0.0,0.03677248677248676,0,0,0,0,0
中日,後藤駿太,左打,0.125,0.0,0.125,0.0,0.05147058823529413,0,0,0,0,0
中日,高橋周平,左打,0.26011560693641617,2.0,0.32947976878612717,0.0,0.05539241445395815,0,0,0,0,0
中日,髙橋宏斗,右打,0.07692307692307693,0.0,0.10256410256410256,0.0,0.023076923076923078,0,0,0,0,0
中日,田中幹也,右打,0.22364217252396165,2.0,0.28115015974440893,5.0,0.04662809774630863,0,0,0,0,0
中日,辻本倫太郎,右打,0.16666666666666666,0.0,0.16666666666666666,0.0,0.043859649122807015,0,0,0,0,0
中日,ディカーソン,左打,0.20454545454545456,3.0,0.3522727272727273,1.0,0.10918003565062387,0,0,0,1,0
