team,name,Hand,AB,H,2B,3B,HR,TB,BB,HBP,SF
広島,會澤翼,右打,150.0,28.0,6.0,0.0,0.0,34.0,7.0,2.0,0.0
広島,秋山翔吾,左打,547.0,158.0,20.0,1.0,4.0,192.0,29.0,5.0,4.0
広島,石原貴規,右打,122.0,28.0,6.0,0.0,3.0,43.0,5.0,5.0,2.0
広島,磯村嘉孝,右打,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
広島,上本崇司,右打,129.0,27.0,2.0,0.0,0.0,29.0,4.0,4.0,0.0
広島,宇草孔基,左打,66.0,16.0,2.0,0.0,3.0,27.0,4.0,2.0,0.0
広島,内田湘大,右打,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
広島,遠藤淳志,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,大瀬良大地,右打,42.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
広島,大道温貴,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,大盛穂,左打,31.0,7.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0
広島,河野佳,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,菊池涼介,右打,453.0,109.0,19.0,0.0,9.0,155.0,25.0,1.0,1.0
広島,久保修,右打,17.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
広島,九里亜蓮,右打,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
広島,栗林良吏,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,黒原拓未,左打,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
広島,ケムナ誠,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,コルニエル,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,小園海斗,左打,540.0,151.0,15.0,3.0,2.0,178.0,30.0,6.0,5.0
広島,坂倉将吾,左打,427.0,119.0,19.0,1.0,12.0,176.0,31.0,1.0,2.0
広島,佐藤啓介,左打,15.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
広島,シャイナー,右打,30.0,4.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0
広島,島内颯太郎,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,末包昇大,右打,286.0,68.0,14.0,0.0,9.0,109.0,12.0,6.0,0.0
広島,髙太一,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,高橋昂也,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,滝田一希,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,田中広輔,左打,96.0,15.0,2.0,0.0,2.0,23.0,9.0,1.0,2.0
広島,玉村昇悟,左打,18.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
広島,田村俊介,左打,101.0,20.0,3.0,2.0,0.0,27.0,3.0,1.0,0.0
広島,常廣羽也斗,右打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,堂林翔太,右打,244.0,56.0,13.0,0.0,1.0,72.0,16.0,1.0,3.0
広島,床田寛樹,左打,45.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
広島,中﨑翔太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,仲田侑仁,右打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
広島,中村健人,右打,24.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
広島,中村奨成,右打,69.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0
広島,中村貴浩,左打,24.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
広島,韮澤雄也,左打,15.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
広島,野間峻祥,左打,391.0,106.0,14.0,5.0,1.0,133.0,43.0,5.0,1.0
広島,野村祐輔,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,ハーン,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,ハッチ,右打,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
広島,長谷部銀次,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,羽月隆太郎,左打,22.0,5.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
広島,林晃汰,左打,60.0,11.0,4.0,0.0,0.0,15.0,4.0,0.0,0.0
広島,二俣翔一,右打,107.0,21.0,4.0,0.0,1.0,28.0,8.0,1.0,0.0
広島,塹江敦哉,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,益田武尚,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,松本竜也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,松山竜平,左打,73.0,13.0,4.0,0.0,1.0,20.0,4.0,0.0,1.0
広島,森翔平,左打,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
広島,森浦大輔,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,森下暢仁,右打,47.0,11.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0
広島,矢崎拓也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
広島,矢野雅哉,左打,430.0,112.0,13.0,6.0,2.0,143.0,38.0,3.0,4.0
広島,レイノルズ,右打,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ヤクルト,青木宣親,左打,118.0,27.0,5.0,0.0,0.0,32.0,10.0,0.0,1.0
ヤクルト,赤羽由紘,右打,58.0,14.0,2.0,0.0,2.0,22.0,1.0,1.0,1.0
ヤクルト,石川雅規,左打,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ヤクルト,石原勇輝,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,石山泰稚,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,伊藤琉偉,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,岩田幸宏,左打,123.0,28.0,2.0,0.0,1.0,33.0,6.0,2.0,0.0
ヤクルト,内山壮真,右打,52.0,10.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0
ヤクルト,エスパーダ,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,オスナ,右打,539.0,144.0,28.0,0.0,17.0,223.0,40.0,3.0,3.0
ヤクルト,太田賢吾,左打,49.0,10.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0
ヤクルト,大西広樹,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,小川泰弘,右打,18.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ヤクルト,奥川恭伸,右打,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,尾仲祐哉,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,金久保優斗,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,嘉弥真新也,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,川端慎吾,左打,58.0,13.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0
ヤクルト,木澤尚文,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,北村拓己,右打,40.0,5.0,0.0,0.0,1.0,8.0,5.0,1.0,2.0
ヤクルト,小澤怜史,左打,13.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ヤクルト,小森航大郎,右打,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,今野龍太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,サイスニード,右打,28.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
ヤクルト,サンタナ,右打,419.0,132.0,29.0,0.0,17.0,212.0,57.0,4.0,4.0
ヤクルト,阪口皓亮,左打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,澤井廉,左打,25.0,4.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0
ヤクルト,塩見泰隆,右打,101.0,27.0,3.0,0.0,3.0,39.0,9.0,2.0,1.0
ヤクルト,柴田大地,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,清水昇,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,鈴木叶,右打,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ヤクルト,高梨裕稔,右打,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,高橋奎二,左打,38.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
ヤクルト,田口麗斗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,武岡龍世,左打,130.0,23.0,2.0,1.0,3.0,36.0,10.0,0.0,1.0
ヤクルト,長岡秀樹,左打,566.0,163.0,25.0,1.0,6.0,208.0,29.0,3.0,3.0
ヤクルト,中村悠平,右打,291.0,69.0,9.0,0.0,0.0,78.0,30.0,4.0,2.0
ヤクルト,並木秀尊,右打,43.0,10.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0
ヤクルト,西川遥輝,左打,308.0,80.0,13.0,2.0,1.0,100.0,40.0,6.0,6.0
ヤクルト,西田明央,右打,22.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
ヤクルト,橋本星哉,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,長谷川宙輝,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,濱田太貴,右打,26.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ヤクルト,原樹理,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,星知弥,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,増田珠,右打,92.0,19.0,4.0,0.0,2.0,29.0,5.0,1.0,0.0
ヤクルト,松本健吾,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,松本直樹,右打,134.0,36.0,7.0,0.0,1.0,46.0,4.0,0.0,1.0
ヤクルト,丸山和郁,左打,253.0,61.0,7.0,1.0,0.0,70.0,24.0,2.0,0.0
ヤクルト,丸山翔大,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,宮川哲,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,宮本丈,左打,147.0,38.0,3.0,0.0,0.0,41.0,11.0,1.0,1.0
ヤクルト,村上宗隆,左打,500.0,122.0,13.0,1.0,33.0,236.0,105.0,4.0,1.0
ヤクルト,ヤフーレ,両打,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ヤクルト,山崎晃大朗,左打,30.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
ヤクルト,山田哲人,右打,340.0,77.0,14.0,1.0,14.0,135.0,36.0,5.0,4.0
ヤクルト,山野太一,左打,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,山本大貴,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヤクルト,吉村貢司郎,右打,42.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
ヤクルト,ロドリゲス,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,石垣雅海,右打,10.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
中日,石川昂弥,右打,254.0,69.0,16.0,0.0,4.0,97.0,17.0,2.0,2.0
中日,石橋康太,右打,24.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0
中日,板山祐太郎,左打,178.0,42.0,4.0,3.0,3.0,61.0,14.0,0.0,1.0
中日,岩嵜翔,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,上林誠知,左打,94.0,18.0,1.0,1.0,1.0,24.0,7.0,0.0,0.0
中日,鵜飼航丞,右打,27.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
中日,宇佐見真吾,左打,152.0,46.0,8.0,0.0,3.0,63.0,9.0,0.0,2.0
中日,梅津晃大,右打,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
中日,梅野雄吾,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,大島洋平,左打,116.0,23.0,6.0,0.0,0.0,29.0,9.0,0.0,0.0
中日,大野雄大,左打,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
中日,小笠原慎之介,左打,36.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
中日,岡林勇希,左打,425.0,109.0,10.0,3.0,0.0,125.0,29.0,0.0,0.0
中日,尾田剛樹,左打,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,カリステ,右打,372.0,97.0,11.0,1.0,7.0,131.0,15.0,0.0,3.0
中日,勝野昌慶,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,加藤匠馬,右打,123.0,21.0,3.0,2.0,0.0,28.0,2.0,0.0,0.0
中日,川越誠司,左打,71.0,19.0,3.0,0.0,2.0,28.0,4.0,0.0,0.0
中日,木下拓哉,右打,180.0,41.0,4.0,0.0,3.0,54.0,9.0,0.0,0.0
中日,後藤駿太,左打,32.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
中日,齋藤綱記,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,清水達也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,祖父江大輔,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,高橋周平,左打,173.0,45.0,6.0,0.0,2.0,57.0,13.0,1.0,0.0
中日,髙橋宏斗,右打,39.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
中日,田島慎二,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,田中幹也,右打,313.0,70.0,8.0,2.0,2.0,88.0,20.0,0.0,0.0
中日,辻本倫太郎,右打,18.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
中日,ディカーソン,左打,88.0,18.0,4.0,0.0,3.0,31.0,12.0,2.0,0.0
中日,中島宏之,右打,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
中日,中田翔,右打,212.0,46.0,10.0,0.0,4.0,68.0,9.0,1.0,3.0
中日,仲地礼亜,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,根尾昂,左打,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
中日,橋本侑樹,左打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,土生翔太,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,ビシエド,右打,43.0,9.0,1.0,0.0,1.0,13.0,2.0,1.0,0.0
中日,樋口正修,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,フェリス,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,ブライト健太,右打,46.0,11.0,0.0,0.0,2.0,17.0,5.0,0.0,0.0
中日,福敬登,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,福谷浩司,右打,9.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
中日,福永裕基,右打,363.0,111.0,22.0,2.0,6.0,155.0,27.0,6.0,2.0
中日,藤嶋健人,右打,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中日,細川成也,右打,534.0,156.0,30.0,0.0,23.0,255.0,60.0,5.0,1.0
中日,マルティネス,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,松木平優太,右打,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,松葉貴大,左打,24.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
中日,松山晋也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,味谷大誠,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,三好大倫,左打,82.0,18.0,2.0,1.0,0.0,22.0,5.0,1.0,1.0
中日,村松開人,左打,371.0,102.0,14.0,3.0,1.0,125.0,26.0,4.0,3.0
中日,メヒア,右打,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
中日,柳裕也,右打,20.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0
中日,山浅龍之介,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中日,山本泰寛,右打,156.0,39.0,3.0,0.0,1.0,45.0,15.0,0.0,2.0
中日,龍空,左打,44.0,7.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
中日,ロドリゲス,右打,54.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0
中日,涌井秀章,右打,22.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
ソフトバンク,有原航平,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,石川柊太,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,石塚綜一郎,右打,31.0,6.0,0.0,0.0,1.0,9.0,3.0,4.0,1.0
ソフトバンク,井上朋也,右打,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,今宮健太,右打,462.0,121.0,25.0,4.0,6.0,172.0,46.0,3.0,2.0
ソフトバンク,岩井俊介,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,ウォーカー,右打,65.0,11.0,3.0,0.0,1.0,17.0,0.0,1.0,0.0
ソフトバンク,海野隆司,右打,104.0,18.0,5.0,0.0,2.0,29.0,6.0,1.0,0.0
ソフトバンク,オスナ,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,大関友久,左打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ソフトバンク,大津亮介,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,大山凌,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,尾形崇斗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,緒方理貢,左打,52.0,9.0,1.0,1.0,0.0,12.0,7.0,0.0,0.0
ソフトバンク,甲斐拓也,右打,344.0,88.0,25.0,0.0,5.0,128.0,31.0,1.0,2.0
ソフトバンク,川瀬晃,左打,138.0,36.0,2.0,2.0,0.0,42.0,7.0,0.0,1.0
ソフトバンク,川村友斗,左打,123.0,33.0,8.0,2.0,1.0,48.0,10.0,3.0,1.0
ソフトバンク,木村光,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,栗原陵矢,左打,527.0,144.0,40.0,2.0,20.0,248.0,49.0,5.0,7.0
ソフトバンク,近藤健介,左打,436.0,137.0,29.0,2.0,19.0,227.0,92.0,6.0,1.0
ソフトバンク,笹川吉康,左打,21.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
ソフトバンク,佐藤直樹,右打,84.0,16.0,3.0,1.0,0.0,21.0,4.0,3.0,1.0
ソフトバンク,澤柳亮太郎,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,周東佑京,左打,428.0,115.0,15.0,5.0,2.0,146.0,26.0,10.0,3.0
ソフトバンク,スチュワート・ジュニア,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,杉山一樹,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,ダウンズ,右打,22.0,6.0,0.0,0.0,1.0,9.0,2.0,2.0,0.0
ソフトバンク,田浦文丸,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,谷川原健太,左打,9.0,4.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0
ソフトバンク,津森宥紀,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,仲田慶介,両打,14.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ソフトバンク,中村晃,左打,181.0,40.0,4.0,0.0,0.0,44.0,19.0,1.0,1.0
ソフトバンク,中村亮太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,野村勇,右打,43.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0
ソフトバンク,野村大樹,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,長谷川威展,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,東浜巨,右打,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ソフトバンク,廣瀨隆太,右打,103.0,24.0,4.0,0.0,2.0,34.0,5.0,2.0,1.0
ソフトバンク,藤井皓哉,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,ヘルナンデス,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,前田純,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,前田悠伍,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,牧原大成,左打,240.0,68.0,7.0,4.0,2.0,89.0,8.0,1.0,1.0
ソフトバンク,正木智也,右打,263.0,71.0,21.0,0.0,7.0,113.0,11.0,5.0,2.0
ソフトバンク,又吉克樹,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,松本晴,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,松本裕樹,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,三浦瑞樹,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,嶺井博希,右打,6.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
ソフトバンク,三森大貴,左打,66.0,19.0,2.0,0.0,1.0,24.0,4.0,0.0,0.0
ソフトバンク,村田賢一,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフトバンク,モイネロ,左打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ソフトバンク,柳田悠岐,左打,185.0,53.0,7.0,1.0,4.0,74.0,35.0,3.0,2.0
ソフトバンク,柳町達,左打,216.0,58.0,11.0,5.0,4.0,91.0,14.0,1.0,2.0
ソフトバンク,山川穂高,右打,550.0,136.0,26.0,1.0,34.0,266.0,48.0,10.0,3.0
ソフトバンク,吉田賢吾,右打,26.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
ソフトバンク,リチャード,右打,31.0,7.0,3.0,0.0,0.0,10.0,1.0,1.0,0.0
ソフトバンク,和田毅,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,淺間大基,左打,109.0,30.0,4.0,1.0,1.0,39.0,9.0,2.0,2.0
日本ハム,池田隆英,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,石井一成,左打,197.0,46.0,11.0,1.0,4.0,71.0,12.0,1.0,0.0
日本ハム,五十幡亮汰,左打,112.0,18.0,2.0,1.0,0.0,22.0,6.0,1.0,0.0
日本ハム,伊藤大海,左打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
日本ハム,今川優馬,右打,19.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
日本ハム,上原健太,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,梅林優貴,右打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,江越大賀,右打,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,鍵谷陽平,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,加藤豪将,左打,58.0,10.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0
日本ハム,加藤貴之,左打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,金村尚真,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,上川畑大悟,左打,258.0,64.0,4.0,2.0,1.0,75.0,22.0,6.0,1.0
日本ハム,河野竜生,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,北浦竜次,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,北山亘基,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,清宮幸太郎,左打,290.0,87.0,18.0,1.0,15.0,152.0,31.0,5.0,3.0
日本ハム,黒木優太,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,畔柳亨丞,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,郡司裕也,右打,441.0,113.0,14.0,0.0,12.0,163.0,40.0,4.0,4.0
日本ハム,ザバラ,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,齋藤友貴哉,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,清水優心,右打,14.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
日本ハム,進藤勇也,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,スティーブンソン,左打,62.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0
日本ハム,杉浦稔大,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,鈴木健矢,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,達孝太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,田中瑛斗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,田中正義,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,田宮裕涼,左打,307.0,85.0,12.0,2.0,3.0,110.0,21.0,7.0,3.0
日本ハム,中島卓也,左打,39.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0
日本ハム,生田目翼,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,奈良間大己,右打,139.0,25.0,4.0,0.0,0.0,29.0,2.0,0.0,1.0
日本ハム,根本悠楓,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,野村佑希,右打,143.0,30.0,7.0,1.0,2.0,45.0,7.0,1.0,1.0
日本ハム,バーヘイゲン,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
