model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.5039690616731122,0.3799684830988845,0.26942813009623995,0.21281036972589637,0.36824995843668173,0.7565642173824547,0.9198046000407083,,,
fm,0.49460614695705274,0.27782927956649767,0.25492396227242453,0.18121094641257496,0.33994513544017996,0.7512721351516385,0.919397516792184,1.1927112656845087,10.0,1.1929538850605947
