game_date,game_id,team_id,target_game_runs,n_offensive_innings,opponent_team_id,top_bottom,home_away,stadium_id,starting_pitcher_id,current_pitcher_id,team_avg_runs_7d,opponent_avg_runs_7d,opponent_avg_runs_allowed_7d,opponent_starter_era,pitcher_era_before_inning,game_date_dt,top_bottom_cat,team_avg_runs_7d_bin,opponent_avg_runs_7d_bin,opponent_avg_runs_allowed_7d_bin,opponent_starter_era_bin,pitcher_era_before_inning_bin
2025/3/28,cl2025032801,ヤクルト,5,10,巨人,0,Away,東京ドーム,P_0001,P_0001,0.0,0.0,0.0,,,2025-03-28,top,low,low,low_allowed,unknown,unknown
2025/3/28,cl2025032801,巨人,6,10,ヤクルト,1,Home,東京ドーム,P_0002,P_0002,0.0,0.0,0.0,,,2025-03-28,bottom,low,low,low_allowed,unknown,unknown
2025/3/28,cl2025032802,中日,0,9,ＤｅＮＡ,0,Away,横浜,P_0011,P_0011,0.0,0.0,0.0,,,2025-03-28,top,low,low,low_allowed,unknown,unknown
2025/3/28,cl2025032802,ＤｅＮＡ,5,8,中日,1,Home,横浜,P_0012,P_0012,0.0,0.0,0.0,,,2025-03-28,bottom,low,low,low_allowed,unknown,unknown
2025/3/28,cl2025032803,阪神,4,9,広島,0,Away,マツダスタジアム,P_0018,P_0018,0.0,0.0,0.0,,,2025-03-28,top,low,low,low_allowed,unknown,unknown
2025/3/28,cl2025032803,広島,0,9,阪神,1,Home,マツダスタジアム,P_0019,P_0019,0.0,0.0,0.0,,,2025-03-28,bottom,low,low,low_allowed,unknown,unknown
2025/3/28,pl2025032804,日本ハム,2,9,西武,0,Away,ベルーナドーム,P_0024,P_0024,0.0,0.0,0.0,5.0339,5.0339,2025-03-28,top,low,low,low_allowed,high,high
2025/3/28,pl2025032804,西武,0,9,日本ハム,1,Home,ベルーナドーム,P_0025,P_0025,0.0,0.0,0.0,7.7143,7.7143,2025-03-28,bottom,low,low,low_allowed,very_high,very_high
2025/3/28,pl2025032805,楽天,2,9,オリックス,0,Away,京セラドーム大阪,P_0026,P_0026,0.0,0.0,0.0,8.245,8.245,2025-03-28,top,low,low,low_allowed,very_high,very_high
2025/3/28,pl2025032805,オリックス,3,9,楽天,1,Home,京セラドーム大阪,P_0293,P_0027,0.0,0.0,0.0,6.8451,6.8451,2025-03-28,bottom,low,low,low_allowed,very_high,very_high
2025/3/28,pl2025032806,ロッテ,8,9,ソフトバンク,0,Away,みずほペイペイドーム,P_0033,P_0033,0.0,0.0,0.0,8.2588,8.2588,2025-03-28,top,low,low,low_allowed,very_high,very_high
2025/3/28,pl2025032806,ソフトバンク,2,9,ロッテ,1,Home,みずほペイペイドーム,P_0034,P_0034,0.0,0.0,0.0,7.2439,7.2439,2025-03-28,bottom,low,low,low_allowed,very_high,very_high
2025/3/29,cl2025032901,ヤクルト,0,9,巨人,0,Away,東京ドーム,P_0040,P_0040,5.0,6.0,5.0,,,2025-03-29,top,high,very_high,high_allowed,unknown,unknown
2025/3/29,cl2025032901,巨人,12,8,ヤクルト,1,Home,東京ドーム,P_0041,P_0041,6.0,5.0,6.0,,,2025-03-29,bottom,very_high,high,very_high_allowed,unknown,unknown
2025/3/29,cl2025032902,中日,1,9,ＤｅＮＡ,0,Away,横浜,P_0050,P_0050,0.0,5.0,0.0,,,2025-03-29,top,low,high,low_allowed,unknown,unknown
2025/3/29,cl2025032902,ＤｅＮＡ,0,9,中日,1,Home,横浜,P_0051,P_0051,5.0,0.0,5.0,,,2025-03-29,bottom,high,low,high_allowed,unknown,unknown
2025/3/29,cl2025032903,阪神,3,9,広島,0,Away,マツダスタジアム,P_0057,P_0057,4.0,0.0,4.0,,,2025-03-29,top,high,low,high_allowed,unknown,unknown
2025/3/29,cl2025032903,広島,2,9,阪神,1,Home,マツダスタジアム,P_0058,P_0058,0.0,4.0,0.0,,,2025-03-29,bottom,low,high,low_allowed,unknown,unknown
2025/3/29,pl2025032904,日本ハム,3,10,西武,0,Away,ベルーナドーム,P_0065,P_0065,2.0,0.0,2.0,6.75,6.75,2025-03-29,top,low,low,low_allowed,very_high,very_high
2025/3/29,pl2025032904,西武,2,10,日本ハム,1,Home,ベルーナドーム,P_0066,P_0066,0.0,2.0,0.0,7.0,7.0,2025-03-29,bottom,low,low,low_allowed,very_high,very_high
2025/3/29,pl2025032905,楽天,5,10,オリックス,0,Away,京セラドーム大阪,P_0075,P_0075,2.0,3.0,2.0,8.64,8.64,2025-03-29,top,low,mid,low_allowed,very_high,very_high
2025/3/29,pl2025032905,オリックス,4,10,楽天,1,Home,京セラドーム大阪,P_0076,P_0076,3.0,2.0,3.0,11.5714,11.5714,2025-03-29,bottom,mid,low,mid_allowed,very_high,very_high
2025/3/29,pl2025032906,ロッテ,5,10,ソフトバンク,0,Away,みずほペイペイドーム,P_0085,P_0085,8.0,2.0,8.0,5.0233,5.0233,2025-03-29,top,very_high,low,very_high_allowed,high,high
2025/3/29,pl2025032906,ソフトバンク,4,10,ロッテ,1,Home,みずほペイペイドーム,P_0086,P_0086,2.0,8.0,2.0,8.3919,8.3919,2025-03-29,bottom,low,very_high,low_allowed,very_high,very_high
2025/3/30,cl2025033001,ヤクルト,0,9,巨人,0,Away,東京ドーム,P_0166,P_0096,2.5,9.0,2.5,,,2025-03-30,top,mid,very_high,mid_allowed,unknown,unknown
2025/3/30,cl2025033001,巨人,3,8,ヤクルト,1,Home,東京ドーム,P_0111,P_0097,9.0,2.5,9.0,,,2025-03-30,bottom,very_high,mid,very_high_allowed,unknown,unknown
2025/3/30,cl2025033002,中日,1,9,ＤｅＮＡ,0,Away,横浜,P_0071,P_0101,0.5,2.5,0.5,,,2025-03-30,top,low,mid,low_allowed,unknown,unknown
2025/3/30,cl2025033002,ＤｅＮＡ,2,8,中日,1,Home,横浜,P_0102,P_0102,2.5,0.5,2.5,,,2025-03-30,bottom,mid,low,mid_allowed,unknown,unknown
2025/3/30,cl2025033003,阪神,0,9,広島,0,Away,マツダスタジアム,P_0326,P_0062,3.5,1.0,3.5,,,2025-03-30,top,mid,low,mid_allowed,unknown,unknown
2025/3/30,cl2025033003,広島,2,8,阪神,1,Home,マツダスタジアム,P_0106,P_0106,1.0,3.5,1.0,,,2025-03-30,bottom,low,mid,low_allowed,unknown,unknown
2025/3/30,pl2025033004,日本ハム,7,9,西武,0,Away,ベルーナドーム,P_0111,P_0111,2.5,1.0,2.5,7.8342,7.8342,2025-03-30,top,mid,low,mid_allowed,very_high,very_high
2025/3/30,pl2025033004,西武,5,9,日本ハム,1,Home,ベルーナドーム,P_0112,P_0112,1.0,2.5,1.0,,,2025-03-30,bottom,low,mid,low_allowed,unknown,unknown
2025/3/30,pl2025033005,楽天,1,9,オリックス,0,Away,京セラドーム大阪,P_0121,P_0121,3.5,3.5,3.5,9.9474,9.9474,2025-03-30,top,mid,mid,mid_allowed,very_high,very_high
2025/3/30,pl2025033005,オリックス,6,8,楽天,1,Home,京セラドーム大阪,P_0122,P_0122,3.5,3.5,3.5,,,2025-03-30,bottom,mid,mid,mid_allowed,unknown,unknown
2025/3/30,pl2025033006,ロッテ,7,9,ソフトバンク,0,Away,みずほペイペイドーム,P_0127,P_0127,6.5,3.0,6.5,8.2588,8.2588,2025-03-30,top,very_high,mid,very_high_allowed,very_high,very_high
2025/3/30,pl2025033006,ソフトバンク,4,9,ロッテ,1,Home,みずほペイペイドーム,P_0128,P_0128,3.0,6.5,3.0,8.9011,8.9011,2025-03-30,bottom,mid,very_high,mid_allowed,very_high,very_high
2025/4/1,cl2025040102,巨人,2,9,中日,0,Away,バンテリンドーム,P_0132,P_0132,7.0,0.6666666666666666,2.333333333333333,,,2025-04-01,top,very_high,low,low_allowed,unknown,unknown
2025/4/1,cl2025040102,中日,3,8,巨人,1,Home,バンテリンドーム,P_0133,P_0133,0.6666666666666666,7.0,1.6666666666666667,,,2025-04-01,bottom,low,very_high,low_allowed,unknown,unknown
2025/4/1,cl2025040103,ＤｅＮＡ,7,9,阪神,0,Away,京セラドーム大阪,P_0134,P_0134,2.333333333333333,2.333333333333333,1.3333333333333333,,,2025-04-01,top,low,low,low_allowed,unknown,unknown
2025/4/1,cl2025040103,阪神,1,9,ＤｅＮＡ,1,Home,京セラドーム大阪,P_0135,P_0135,2.333333333333333,2.333333333333333,0.6666666666666666,,,2025-04-01,bottom,low,low,low_allowed,unknown,unknown
2025/4/1,pl2025040104,ソフトバンク,5,9,日本ハム,0,Away,エスコンフィールド,P_0271,P_0136,3.333333333333333,4.0,2.333333333333333,8.2941,8.2941,2025-04-01,top,mid,high,low_allowed,very_high,very_high
2025/4/1,pl2025040104,日本ハム,1,9,ソフトバンク,1,Home,エスコンフィールド,P_0137,P_0137,4.0,3.333333333333333,6.666666666666667,5.0824,5.0824,2025-04-01,bottom,high,mid,very_high_allowed,high,high
2025/4/2,cl2025040201,広島,4,10,ヤクルト,0,Away,神宮,P_0138,P_0138,1.3333333333333333,1.6666666666666667,7.0,,,2025-04-02,top,low,low,very_high_allowed,unknown,unknown
2025/4/2,cl2025040201,ヤクルト,5,10,広島,1,Home,神宮,P_0139,P_0139,1.6666666666666667,1.3333333333333333,2.333333333333333,,,2025-04-02,bottom,low,low,low_allowed,unknown,unknown
2025/4/2,cl2025040202,巨人,2,9,中日,0,Away,バンテリンドーム,P_0140,P_0140,5.75,1.25,2.25,,,2025-04-02,top,very_high,low,low_allowed,unknown,unknown
2025/4/2,cl2025040202,中日,0,9,巨人,1,Home,バンテリンドーム,P_0015,P_0015,1.25,5.75,2.0,0.0,0.0,2025-04-02,bottom,low,very_high,low_allowed,excellent,excellent
2025/4/2,cl2025040203,ＤｅＮＡ,6,12,阪神,0,Away,京セラドーム大阪,P_0143,P_0143,3.5,2.0,2.75,,,2025-04-02,top,mid,low,mid_allowed,unknown,unknown
2025/4/2,cl2025040203,阪神,6,12,ＤｅＮＡ,1,Home,京セラドーム大阪,P_0144,P_0144,2.0,3.5,0.75,,,2025-04-02,bottom,low,mid,low_allowed,unknown,unknown
2025/4/2,pl2025040204,ソフトバンク,1,9,日本ハム,0,Away,エスコンフィールド,P_0150,P_0150,3.75,3.25,3.0,4.5763,4.5763,2025-04-02,top,mid,mid,mid_allowed,high,high
2025/4/2,pl2025040204,日本ハム,3,8,ソフトバンク,1,Home,エスコンフィールド,P_0151,P_0151,3.25,3.75,5.25,9.1452,9.1452,2025-04-02,bottom,mid,mid,high_allowed,very_high,very_high
2025/4/2,pl2025040206,オリックス,3,9,ロッテ,0,Away,ＺＯＺＯマリン,P_0153,P_0153,4.333333333333333,6.666666666666667,3.333333333333333,8.64,8.64,2025-04-02,top,high,very_high,mid_allowed,very_high,very_high
2025/4/2,pl2025040206,ロッテ,2,9,オリックス,1,Home,ＺＯＺＯマリン,P_0154,P_0154,6.666666666666667,4.333333333333333,2.6666666666666665,8.7353,8.7353,2025-04-02,bottom,very_high,high,mid_allowed,very_high,very_high
2025/4/3,cl2025040301,広島,0,9,ヤクルト,0,Away,神宮,P_0155,P_0155,2.0,2.5,6.25,,,2025-04-03,top,low,mid,very_high_allowed,unknown,unknown
2025/4/3,cl2025040301,ヤクルト,3,8,広島,1,Home,神宮,P_0156,P_0156,2.5,2.0,3.0,,,2025-04-03,bottom,mid,low,mid_allowed,unknown,unknown
2025/4/3,cl2025040302,巨人,5,9,中日,0,Away,バンテリンドーム,P_0158,P_0158,5.0,1.0,2.2,,,2025-04-03,top,high,low,low_allowed,unknown,unknown
2025/4/3,cl2025040302,中日,3,9,巨人,1,Home,バンテリンドーム,P_0159,P_0159,1.0,5.0,1.6,,,2025-04-03,bottom,low,high,low_allowed,unknown,unknown
2025/4/3,cl2025040303,ＤｅＮＡ,5,9,阪神,0,Away,京セラドーム大阪,P_0160,P_0160,4.0,2.8,3.4,,,2025-04-03,top,high,mid,mid_allowed,unknown,unknown
2025/4/3,cl2025040303,阪神,2,9,ＤｅＮＡ,1,Home,京セラドーム大阪,P_0161,P_0161,2.8,4.0,1.8,,,2025-04-03,bottom,mid,high,low_allowed,unknown,unknown
2025/4/3,pl2025040304,西武,1,9,楽天,0,Away,楽天モバイルパーク,P_0163,P_0163,2.333333333333333,2.6666666666666665,4.333333333333333,5.625,5.625,2025-04-03,top,low,mid,high_allowed,high,high
2025/4/3,pl2025040304,楽天,4,8,西武,1,Home,楽天モバイルパーク,P_0164,P_0164,2.6666666666666665,2.333333333333333,4.0,,,2025-04-03,bottom,mid,low,high_allowed,unknown,unknown
2025/4/3,pl2025040305,オリックス,3,9,ロッテ,0,Away,ＺＯＺＯマリン,P_0166,P_0166,4.0,5.5,3.25,6.9545,6.9545,2025-04-03,top,high,very_high,mid_allowed,very_high,very_high
2025/4/3,pl2025040305,ロッテ,2,9,オリックス,1,Home,ＺＯＺＯマリン,P_0167,P_0167,5.5,4.0,2.5,8.5909,8.5909,2025-04-03,bottom,very_high,high,mid_allowed,very_high,very_high
2025/4/4,cl2025040401,阪神,7,9,巨人,0,Away,東京ドーム,P_0001,P_0001,2.6666666666666665,5.0,1.8333333333333333,6.4286,6.4286,2025-04-04,top,mid,high,low_allowed,very_high,very_high
2025/4/4,cl2025040401,巨人,2,9,阪神,1,Home,東京ドーム,P_0019,P_0019,5.0,2.6666666666666665,3.6666666666666665,4.3548,4.3548,2025-04-04,bottom,high,mid,mid_allowed,average,average
2025/4/4,cl2025040402,中日,1,12,ヤクルト,0,Away,神宮,P_0168,P_0168,1.3333333333333333,2.6,5.0,,,2025-04-04,top,low,mid,high_allowed,unknown,unknown
2025/4/4,cl2025040402,ヤクルト,1,12,中日,1,Home,神宮,P_0012,P_0012,2.6,1.3333333333333333,2.6666666666666665,11.7391,11.7391,2025-04-04,bottom,mid,low,mid_allowed,very_high,very_high
2025/4/4,cl2025040403,ＤｅＮＡ,2,9,広島,0,Away,マツダスタジアム,P_0018,P_0018,4.166666666666667,1.6,3.0,7.0,7.0,2025-04-04,top,high,low,mid_allowed,very_high,very_high
2025/4/4,cl2025040403,広島,8,8,ＤｅＮＡ,1,Home,マツダスタジアム,P_0103,P_0103,1.6,4.166666666666667,1.8333333333333333,5.4,5.4,2025-04-04,bottom,low,high,low_allowed,high,high
2025/4/4,pl2025040404,オリックス,4,9,日本ハム,0,Away,エスコンフィールド,P_0170,P_0170,3.8,3.2,2.6,7.272,7.272,2025-04-04,top,mid,mid,mid_allowed,very_high,very_high
2025/4/4,pl2025040404,日本ハム,3,9,オリックス,1,Home,エスコンフィールド,P_0026,P_0026,3.2,3.8,2.4,7.75,7.75,2025-04-04,bottom,mid,mid,low_allowed,very_high,very_high
2025/4/4,pl2025040405,楽天,3,9,ロッテ,0,Away,ＺＯＺＯマリン,P_0171,P_0171,3.0,4.8,3.2,8.4375,8.4375,2025-04-04,top,mid,high,mid_allowed,very_high,very_high
2025/4/4,pl2025040405,ロッテ,1,9,楽天,1,Home,ＺＯＺＯマリン,P_0293,P_0027,4.8,3.0,3.5,6.3871,6.3871,2025-04-04,bottom,high,mid,mid_allowed,very_high,very_high
2025/4/4,pl2025040406,西武,6,9,ソフトバンク,0,Away,みずほペイペイドーム,P_0033,P_0033,2.0,3.2,4.8,8.0526,8.0526,2025-04-04,top,low,mid,high_allowed,very_high,very_high
2025/4/4,pl2025040406,ソフトバンク,0,9,西武,1,Home,みずほペイペイドーム,P_0024,P_0024,3.2,2.0,4.0,5.1,5.1,2025-04-04,bottom,mid,low,high_allowed,high,high
2025/4/5,cl2025040501,阪神,4,9,巨人,0,Away,東京ドーム,P_0040,P_0040,3.1666666666666665,4.333333333333333,2.1666666666666665,1.8,1.8,2025-04-05,top,mid,high,low_allowed,excellent,excellent
2025/4/5,cl2025040501,巨人,3,9,阪神,1,Home,東京ドーム,P_0058,P_0058,4.333333333333333,3.1666666666666665,4.0,8.4375,8.4375,2025-04-05,bottom,high,mid,high_allowed,very_high,very_high
2025/4/5,cl2025040502,中日,0,9,ヤクルト,0,Away,神宮,P_0174,P_0174,1.5,1.8,4.0,,,2025-04-05,top,low,low,high_allowed,unknown,unknown
2025/4/5,cl2025040502,ヤクルト,2,8,中日,1,Home,神宮,P_0051,P_0051,1.8,1.5,2.0,2.3478,2.3478,2025-04-05,bottom,low,low,low_allowed,excellent,excellent
2025/4/5,cl2025040503,ＤｅＮＡ,7,11,広島,0,Away,マツダスタジアム,P_0057,P_0057,3.6666666666666665,3.2,2.6,7.4483,7.4483,2025-04-05,top,mid,mid,mid_allowed,very_high,very_high
2025/4/5,cl2025040503,広島,8,11,ＤｅＮＡ,1,Home,マツダスタジアム,P_0011,P_0011,3.2,3.6666666666666665,3.1666666666666665,4.32,4.32,2025-04-05,bottom,mid,mid,mid_allowed,average,average
2025/4/5,pl2025040504,オリックス,11,9,日本ハム,0,Away,エスコンフィールド,P_0025,P_0025,4.0,3.4,3.4,7.1809,7.1809,2025-04-05,top,high,mid,mid_allowed,very_high,very_high
2025/4/5,pl2025040504,日本ハム,1,9,オリックス,1,Home,エスコンフィールド,P_0075,P_0075,3.4,4.0,2.6,9.5294,9.5294,2025-04-05,bottom,mid,high,mid_allowed,very_high,very_high
2025/4/5,pl2025040505,楽天,0,9,ロッテ,0,Away,ＺＯＺＯマリン,P_0034,P_0034,3.25,3.4,3.4,8.55,8.55,2025-04-05,top,mid,mid,mid_allowed,very_high,very_high
2025/4/5,pl2025040505,ロッテ,1,8,楽天,1,Home,ＺＯＺＯマリン,P_0175,P_0175,3.4,3.25,3.0,9.2368,9.2368,2025-04-05,bottom,mid,mid,mid_allowed,very_high,very_high
2025/4/5,pl2025040506,西武,6,9,ソフトバンク,0,Away,みずほペイペイドーム,P_0085,P_0085,3.5,2.8,4.4,5.3491,5.3491,2025-04-05,top,mid,mid,high_allowed,high,high
2025/4/5,pl2025040506,ソフトバンク,3,9,西武,1,Home,みずほペイペイドーム,P_0176,P_0176,2.8,3.5,3.5,8.1628,8.1628,2025-04-05,bottom,mid,mid,mid_allowed,very_high,very_high
2025/4/6,cl2025040601,阪神,1,9,巨人,0,Away,東京ドーム,P_0166,P_0096,3.333333333333333,2.833333333333333,2.833333333333333,6.75,6.75,2025-04-06,top,mid,mid,mid_allowed,very_high,very_high
2025/4/6,cl2025040601,巨人,0,9,阪神,1,Home,東京ドーム,P_0106,P_0106,2.833333333333333,3.333333333333333,4.166666666666667,13.5,13.5,2025-04-06,bottom,mid,mid,high_allowed,very_high,very_high
2025/4/6,cl2025040602,中日,6,9,ヤクルト,0,Away,神宮,P_0002,P_0002,1.3333333333333333,2.2,1.6,7.875,7.875,2025-04-06,top,low,low,low_allowed,very_high,very_high
2025/4/6,cl2025040602,ヤクルト,5,9,中日,1,Home,神宮,P_0102,P_0102,2.2,1.3333333333333333,2.333333333333333,4.32,4.32,2025-04-06,bottom,low,low,low_allowed,average,average
2025/4/6,cl2025040603,ＤｅＮＡ,6,9,広島,0,Away,マツダスタジアム,P_0326,P_0062,4.833333333333333,4.4,3.4,4.32,4.32,2025-04-06,top,high,high,mid_allowed,average,average
2025/4/6,cl2025040603,広島,7,8,ＤｅＮＡ,1,Home,マツダスタジアム,P_0071,P_0101,4.4,4.833333333333333,4.333333333333333,6.75,6.75,2025-04-06,bottom,high,high,high_allowed,very_high,very_high
2025/4/6,pl2025040604,オリックス,6,9,日本ハム,0,Away,エスコンフィールド,P_0112,P_0112,5.4,3.0,5.2,5.6842,5.6842,2025-04-06,top,high,mid,high_allowed,high,high
2025/4/6,pl2025040604,日本ハム,4,9,オリックス,1,Home,エスコンフィールド,P_0121,P_0121,3.0,5.4,1.8,10.125,10.125,2025-04-06,bottom,mid,high,low_allowed,very_high,very_high
2025/4/6,pl2025040605,楽天,5,9,ロッテ,0,Away,ＺＯＺＯマリン,P_0086,P_0086,2.0,2.6,2.6,8.7188,8.7188,2025-04-06,top,low,mid,mid_allowed,very_high,very_high
2025/4/6,pl2025040605,ロッテ,0,9,楽天,1,Home,ＺＯＺＯマリン,P_0076,P_0076,2.6,2.0,2.25,8.617,8.617,2025-04-06,bottom,mid,low,low_allowed,very_high,very_high
2025/4/6,pl2025040606,西武,1,9,ソフトバンク,0,Away,みずほペイペイドーム,P_0127,P_0127,4.5,2.6,4.6,7.5,7.5,2025-04-06,top,high,mid,high_allowed,very_high,very_high
2025/4/6,pl2025040606,ソフトバンク,11,8,西武,1,Home,みずほペイペイドーム,P_0065,P_0065,2.6,4.5,3.5,6.5534,6.5534,2025-04-06,bottom,mid,high,mid_allowed,very_high,very_high
2025/4/8,cl2025040801,巨人,3,12,ＤｅＮＡ,0,Away,横浜,P_0135,P_0135,2.333333333333333,5.5,5.333333333333333,6.0,6.0,2025-04-08,top,low,very_high,high_allowed,very_high,very_high
2025/4/8,cl2025040801,ＤｅＮＡ,3,12,巨人,1,Home,横浜,P_0133,P_0133,5.5,2.333333333333333,3.0,6.75,6.75,2025-04-08,bottom,very_high,low,mid_allowed,very_high,very_high
2025/4/8,cl2025040802,広島,1,12,中日,0,Away,岐阜,P_0132,P_0132,5.4,2.1666666666666665,2.833333333333333,4.5,4.5,2025-04-08,top,high,low,mid_allowed,high,high
2025/4/8,cl2025040802,中日,1,12,広島,1,Home,岐阜,P_0181,P_0181,2.1666666666666665,5.4,4.6,,,2025-04-08,bottom,low,high,high_allowed,unknown,unknown
2025/4/8,cl2025040803,ヤクルト,1,9,阪神,0,Away,甲子園,P_0134,P_0134,3.2,3.5,3.8333333333333335,10.0,10.0,2025-04-08,top,mid,mid,mid_allowed,very_high,very_high
2025/4/8,cl2025040803,阪神,0,9,ヤクルト,1,Home,甲子園,P_0111,P_0097,3.5,3.2,2.2,9.9474,9.9474,2025-04-08,bottom,mid,mid,low_allowed,very_high,very_high
2025/4/8,pl2025040804,日本ハム,5,9,楽天,0,Away,楽天モバイルパーク,P_0183,P_0183,2.4,3.0,0.75,7.9859,7.9859,2025-04-08,top,low,mid,low_allowed,very_high,very_high
2025/4/8,pl2025040804,楽天,2,9,日本ハム,1,Home,楽天モバイルパーク,P_0271,P_0136,3.0,2.4,5.4,8.6461,8.6461,2025-04-08,bottom,mid,low,high_allowed,very_high,very_high
2025/4/8,pl2025040805,ロッテ,7,9,西武,0,Away,ベルーナドーム,P_0111,P_0111,1.2,3.5,4.5,7.8937,7.8937,2025-04-08,top,low,mid,high_allowed,very_high,very_high
2025/4/8,pl2025040805,西武,3,9,ロッテ,1,Home,ベルーナドーム,P_0128,P_0128,3.5,1.2,2.8,8.9256,8.9256,2025-04-08,bottom,mid,low,mid_allowed,very_high,very_high
2025/4/8,pl2025040806,ソフトバンク,5,9,オリックス,0,Away,京セラドーム大阪,P_0184,P_0184,4.0,5.4,2.4,,,2025-04-08,top,high,high,low_allowed,unknown,unknown
2025/4/8,pl2025040806,オリックス,2,9,ソフトバンク,1,Home,京セラドーム大阪,P_0137,P_0137,5.4,4.0,3.4,4.9541,4.9541,2025-04-08,bottom,high,high,mid_allowed,high,high
2025/4/9,cl2025040901,巨人,6,9,ＤｅＮＡ,0,Away,横浜,P_0144,P_0144,2.5,4.833333333333333,5.666666666666667,8.5909,8.5909,2025-04-09,top,mid,high,very_high_allowed,very_high,very_high
2025/4/9,cl2025040901,ＤｅＮＡ,3,9,巨人,1,Home,横浜,P_0015,P_0015,4.833333333333333,2.5,3.0,5.5227,5.5227,2025-04-09,bottom,high,mid,mid_allowed,high,high
2025/4/9,cl2025040902,広島,1,9,中日,0,Away,バンテリンドーム,P_0140,P_0140,4.666666666666667,1.8333333333333333,2.6666666666666665,9.0,9.0,2025-04-09,top,high,low,mid_allowed,very_high,very_high
2025/4/9,cl2025040902,中日,3,8,広島,1,Home,バンテリンドーム,P_0139,P_0139,1.8333333333333333,4.666666666666667,4.0,8.5909,8.5909,2025-04-09,bottom,low,high,high_allowed,very_high,very_high
2025/4/9,cl2025040903,ヤクルト,5,9,阪神,0,Away,甲子園,P_0143,P_0143,2.833333333333333,3.333333333333333,2.833333333333333,9.3913,9.3913,2025-04-09,top,mid,mid,mid_allowed,very_high,very_high
2025/4/9,cl2025040903,阪神,3,9,ヤクルト,1,Home,甲子園,P_0186,P_0186,3.333333333333333,2.833333333333333,1.8333333333333333,,,2025-04-09,bottom,mid,mid,low_allowed,unknown,unknown
2025/4/9,pl2025040904,日本ハム,8,9,楽天,0,Away,楽天モバイルパーク,P_0122,P_0122,3.2,2.8,1.6,14.7273,14.7273,2025-04-09,top,mid,mid,low_allowed,very_high,very_high
2025/4/9,pl2025040904,楽天,2,9,日本ハム,1,Home,楽天モバイルパーク,P_0066,P_0066,2.8,3.2,4.8,6.8774,6.8774,2025-04-09,bottom,mid,mid,high_allowed,very_high,very_high
2025/4/9,pl2025040905,ロッテ,0,9,西武,0,Away,大宮,P_0190,P_0190,2.1666666666666665,3.4,5.0,8.7907,8.7907,2025-04-09,top,low,mid,high_allowed,very_high,very_high
2025/4/9,pl2025040905,西武,2,8,ロッテ,1,Home,大宮,P_0153,P_0153,3.4,2.1666666666666665,2.833333333333333,8.2653,8.2653,2025-04-09,bottom,mid,low,mid_allowed,very_high,very_high
2025/4/9,pl2025040906,ソフトバンク,10,9,オリックス,0,Away,京セラドーム大阪,P_0154,P_0154,4.0,4.833333333333333,2.833333333333333,8.3298,8.3298,2025-04-09,top,high,high,mid_allowed,very_high,very_high
2025/4/9,pl2025040906,オリックス,9,9,ソフトバンク,1,Home,京セラドーム大阪,P_0191,P_0191,4.833333333333333,4.0,3.6,,,2025-04-09,bottom,high,high,mid_allowed,unknown,unknown
2025/4/10,cl2025041001,広島,2,11,中日,0,Away,バンテリンドーム,P_0158,P_0158,4.166666666666667,2.333333333333333,2.5,10.5652,10.5652,2025-04-10,top,high,low,mid_allowed,very_high,very_high
2025/4/10,cl2025041001,中日,1,11,広島,1,Home,バンテリンドーム,P_0156,P_0156,2.333333333333333,4.166666666666667,3.6666666666666665,7.7143,7.7143,2025-04-10,bottom,low,high,mid_allowed,very_high,very_high
2025/4/10,pl2025041003,日本ハム,10,9,楽天,0,Away,楽天モバイルパーク,P_0163,P_0163,4.2,2.6666666666666665,2.6666666666666665,4.875,4.875,2025-04-10,top,high,mid,mid_allowed,high,high
2025/4/10,pl2025041003,楽天,0,9,日本ハム,1,Home,楽天モバイルパーク,P_0150,P_0150,2.6666666666666665,4.2,5.0,6.5854,6.5854,2025-04-10,bottom,mid,high,high_allowed,very_high,very_high
2025/4/10,pl2025041004,ソフトバンク,1,12,オリックス,0,Away,京セラドーム大阪,P_0167,P_0167,5.8,5.833333333333333,4.166666666666667,7.9773,7.9773,2025-04-10,top,very_high,very_high,high_allowed,very_high,very_high
2025/4/10,pl2025041004,オリックス,1,12,ソフトバンク,1,Home,京セラドーム大阪,P_0151,P_0151,5.833333333333333,5.8,4.8,8.2317,8.2317,2025-04-10,bottom,very_high,very_high,high_allowed,very_high,very_high
2025/4/11,cl2025041102,中日,3,9,阪神,0,Away,甲子園,P_0019,P_0019,2.0,3.0,2.2,4.7368,4.7368,2025-04-11,top,low,mid,low_allowed,high,high
2025/4/11,cl2025041102,阪神,6,8,中日,1,Home,甲子園,P_0012,P_0012,3.0,2.0,2.0,7.7885,7.7885,2025-04-11,bottom,mid,low,low_allowed,very_high,very_high
2025/4/11,cl2025041103,巨人,3,9,広島,0,Away,マツダスタジアム,P_0018,P_0018,2.8,4.5,3.333333333333333,5.3036,5.3036,2025-04-11,top,mid,high,mid_allowed,high,high
2025/4/11,cl2025041103,広島,12,8,巨人,1,Home,マツダスタジアム,P_0001,P_0001,4.5,2.8,3.6,9.6923,9.6923,2025-04-11,bottom,high,mid,mid_allowed,very_high,very_high
2025/4/11,pl2025041104,西武,0,12,日本ハム,0,Away,エスコンフィールド,P_0170,P_0170,3.6,5.166666666666667,4.166666666666667,7.3699,7.3699,2025-04-11,top,mid,high,high_allowed,very_high,very_high
