variant,model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,no_run_precision,no_run_recall,no_run_f1,run_scored_precision,run_scored_recall,run_scored_f1,run_scored_pred_count,log_loss,roc_auc,pr_auc,n_categorical_features,n_numeric_features,n_total_features
base_24_features,lightgbm,0.6550255536626917,0.5135195694677438,0.5144248671338141,0.513628966015301,0.660609937061088,0.7867564534231201,0.7652838427947598,0.7758716104039846,0.24028268551236748,0.26356589147286824,0.2513863216266174,283,0.6144722885789599,0.5858933346873836,0.25829421718412177,7,17,24
score_context_28_features,lightgbm,0.6550255536626917,0.5276403337729036,0.5311304627466911,0.5280202899557771,0.6652443679839377,0.7946943483275664,0.7521834061135371,0.7728547392035895,0.26058631921824105,0.31007751937984496,0.2831858407079646,307,0.6175653147793806,0.5832613994109882,0.26374407324028104,8,20,28
