feature,importance_gain,importance_split
pitcher_id,125748.8994474411,4189
batter_id,119000.45231437683,3409
bat_order,12916.50272834301,236
previous_result4,12304.034133434296,740
previous_result5,11540.484351158142,689
previous_result1,11527.74925494194,675
previous_result3,11331.360290288925,675
previous_result2,10657.047908782959,623
batter_k_rate,7070.981206297874,395
out_count,7067.821032643318,201
pitcher_bf_count,6665.1831939816475,508
pitcher_xbh_rate_allowed,6088.775556206703,425
batter_xbh_rate,5479.8645079135895,356
batter_hr_rate,5465.741347551346,334
batter_pa_count,5458.919517278671,424
batter_bb_rate,5373.1424560546875,362
pitcher_bb_rate,5295.272634744644,376
pitcher_hr_rate,5284.566313147545,333
batter_iso,4692.162172675133,327
batter_obp,4661.340574383736,316
pitcher_k_rate,4659.368025183678,321
batter_vs_rhp_ops,4426.965127825737,334
batter_vs_rhp_avg,4264.791661739349,296
pitcher_vs_rhb_avg,4072.6047687530518,301
batter_recent_10pa_ops,4061.229944586754,305
pitcher_recent_bf_ops,3979.2696232795715,305
batter_avg,3928.6637514829636,276
pitcher_k9,3782.0213330984116,285
pitcher_vs_lhb_ops,3735.756478905678,274
batter_ops,3434.270910680294,235
pitcher_vs_rhb_ops,3432.7005412578583,261
batter_vs_lhp_ops,3400.5447832345963,256
pitcher_ops,3398.8054906129837,235
pitcher_vs_lhb_avg,3378.646327853203,243
inning,3242.7696604132652,235
batter_vs_lhp_avg,3103.442689538002,220
batter_slg,2828.8754678964615,209
pitcher_era,2799.0567886829376,212
batter_recent_5pa_ops,2786.7522921562195,201
vs_ops,2749.3091406822205,215
pitcher_whip,2618.967321872711,197
score_diff,2416.738288283348,192
batter_recent_10pa_avg,2177.397545695305,163
pitcher_recent_bf_avg,2085.0858875513077,163
is_leadoff_batter_in_inning,1795.2588901519775,65
batter_recent_10pa_k_rate,1752.1154153347015,116
runner_count,1593.2805310487747,62
pitcher_recent_bf_k_rate,1340.3342869281769,104
stadium_id,1312.1183137893677,79
pitcher_recent_bf_bb_rate,1243.9651010036469,91
batting_turn_in_game,1193.5541007518768,86
batter_recent_10pa_bb_rate,1065.2382969856262,69
runner1,787.2652478218079,41
runner2,452.1675486564636,33
Home_Away_id,352.29616355895996,25
batter_hand,127.8305504322052,10
runner3,106.2574987411499,7
top_bottom,47.59907913208008,4
pitcher_hand,11.815299987792969,1
