model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.49867697944229594,0.17087818109725325,0.12862511472479887,0.09134152791669951,0.34156971034667355,0.7211479747608386,0.8605739873804193,,,
fm,0.4960309383268878,0.1659575751309622,0.12785395399316812,0.09064744531944938,0.33994564061556237,0.7113779767962548,0.860166904131895,1.4043911449685496,13.0,1.4120333580106716
