game_date,batter_id,batter_name,pitcher_id,pitcher_name,stadium_id,Home_Away_id,bat_order,inning,top_bottom,out_count,runner1,runner2,runner3,score_diff,batter_hand,pitcher_hand,batter_avg,batter_ops,batter_obp,batter_slg,batter_iso,batter_vs_rhp_avg,batter_vs_rhp_ops,batter_vs_lhp_avg,batter_vs_lhp_ops,pitcher_era,pitcher_k9,pitcher_whip,pitcher_ops,vs_ops,previous_result1,previous_result2,previous_result3,previous_result4,previous_result5,label
2025/5/3,B_0041,木下　拓哉,P_0057,床田　寛樹,マツダスタジアム,Away,7,2,0,2,1,0,0,0,右,左,0.2581,0.636,0.3134,0.3226,0.0645,0.27907,0.628413,0.222222,0.688889,6.707,3.7834,0.7452,0.5453,,二ゴ,左安,三ゴ,遊ゴ,四球,左飛
2025/5/3,B_0195,末包　昇大,P_0051,松葉　貴大,マツダスタジアム,Home,4,2,1,0,0,0,0,0,右,左,0.2903,0.8239,0.34,0.4839,0.1936,0.216667,0.54359,0.424242,1.335931,6.4884,3.9767,0.6977,0.5167,,二ゴ,四球,二直,遊ゴ,二直,右飛
2025/5/3,B_0288,坂倉　将吾,P_0051,松葉　貴大,マツダスタジアム,Home,5,2,1,1,0,0,0,0,左,左,0.2727,0.8788,0.3333,0.5455,0.2728,0.2,0.772727,1,2,6.4385,3.9462,0.6923,0.5127,,三振,三振,中飛,右本,三振,遊飛
2025/5/3,B_0060,S.ファビアン,P_0051,松葉　貴大,マツダスタジアム,Home,6,2,1,2,0,0,0,0,右,左,0.283,0.699,0.3028,0.3962,0.1132,0.3,0.743053,0.25,0.611111,6.3893,3.916,0.687,0.5086,,右安,左安,三振,左安,三振,一邪
2025/5/3,B_0025,岡林　勇希,P_0057,床田　寛樹,マツダスタジアム,Away,1,3,0,0,0,0,0,0,左,左,0.2703,0.7198,0.3415,0.3784,0.1081,0.27027,0.722008,0.27027,0.713098,6.6646,3.7595,0.7405,0.5417,0,一直,三邪,左安,三ゴ,四球,三ゴ
2025/5/3,B_0284,土田　龍空,P_0057,床田　寛樹,マツダスタジアム,Away,8,3,0,1,0,0,0,0,左,左,0.1364,0.4356,0.2083,0.2273,0.0909,0.125,0.409722,0.166667,0.5,6.6226,3.7358,0.7358,0.5382,,一ゴ,二ゴ,左飛,一飛,右飛,右飛
2025/5/3,B_0137,松葉　貴大,P_0057,床田　寛樹,マツダスタジアム,Away,9,3,0,2,0,0,0,0,左,左,0.0769,0.1538,0.0769,0.0769,0,0.111111,0.222222,0,0,6.5812,3.7125,0.7312,0.5348,,三振,一ゴ,三振,三振,左安,遊ゴ
2025/5/3,B_0248,中村　奨成,P_0051,松葉　貴大,マツダスタジアム,Home,1,3,1,0,0,0,0,0,右,左,0.32,0.8729,0.3929,0.48,0.16,0.375,1.069444,0.294118,0.780186,6.3409,3.8864,0.6818,0.5047,0,遊ゴ,四球,中飛,三振,三ゴ,右安
2025/5/3,B_0149,堂林　翔太,P_0051,松葉　貴大,マツダスタジアム,Home,7,3,1,0,1,0,0,0,右,左,0.1795,0.5458,0.2381,0.3077,0.1282,0.125,0.400641,0.285714,0.833333,6.4962,3.8571,0.6992,0.5162,,二ゴ,遊併,左飛,右２,右安,左安
2025/5/3,B_0053,矢野　雅哉,P_0051,松葉　貴大,マツダスタジアム,Home,8,3,1,0,1,1,0,0,左,左,0.1923,0.4811,0.2696,0.2115,0.0192,0.230769,0.574316,0.181818,0.447124,6.6493,3.8284,0.7164,0.5275,,三ゴ,一ゴ,三振,投ゴ,一ゴ,投ギ
2025/5/3,B_0145,床田　寛樹,P_0051,松葉　貴大,マツダスタジアム,Home,9,3,1,1,1,1,0,0,左,左,0.4615,1,0.4615,0.5385,0.077,0.333333,0.666667,0.571429,1.285714,6.6,3.8,0.7111,0.5235,,中安,左２,中安,一ゴ,右安,二ゴ
2025/5/3,B_0026,山本　泰寛,P_0057,床田　寛樹,マツダスタジアム,Away,2,4,0,0,0,0,0,0,右,左,0.2105,0.5069,0.2437,0.2632,0.0527,0.35,0.75,0.136364,0.355731,6.5404,3.6894,0.7267,0.5313,0,投ゴ,一邪,遊ゴ,三振,左安,二ゴ
2025/5/3,B_0045,上林　誠知,P_0057,床田　寛樹,マツダスタジアム,Away,3,4,0,1,0,0,0,0,左,左,0.2625,0.6976,0.2976,0.4,0.1375,0.287879,0.768831,0.181818,0.431818,6.5,3.6667,0.7222,0.528,0,一ゴ,右安,三振,右２,右安,二飛
2025/5/3,B_0246,J.ボスラー,P_0057,床田　寛樹,マツダスタジアム,Away,4,4,0,2,0,0,0,0,左,左,0.26,0.7019,0.3019,0.4,0.14,0.351351,0.925156,0,0.071429,6.4601,3.6442,0.7178,0.5246,0,三飛,振逃,右安,右飛,左２,左飛
2025/5/3,B_0062,菊池　涼介,P_0051,松葉　貴大,マツダスタジアム,Home,2,4,1,0,0,0,0,0,右,左,0.2386,0.5558,0.2717,0.2841,0.0455,0.283019,0.667581,0.181818,0.40404,6.5515,3.7721,0.7059,0.5196,0,三ゴ,遊ゴ,左安,三ゴ,左飛,三ゴ
2025/5/3,B_0054,小園　海斗,P_0051,松葉　貴大,マツダスタジアム,Home,3,4,1,1,0,0,0,0,左,左,0.2909,0.7425,0.3607,0.3818,0.0909,0.275862,0.717962,0.307692,0.768531,6.5036,3.7445,0.7007,0.5157,0,左飛,右飛,三振,三ゴ,二ゴ,左飛
2025/5/3,B_0195,末包　昇大,P_0051,松葉　貴大,マツダスタジアム,Home,4,4,1,2,0,0,0,0,右,左,0.2872,0.8154,0.3366,0.4787,0.1915,0.216667,0.54359,0.411765,1.297386,6.4565,3.7174,0.6957,0.5119,0,右飛,二ゴ,四球,二直,遊ゴ,三ゴ
2025/5/3,B_0027,O.カリステ,P_0057,床田　寛樹,マツダスタジアム,Away,5,5,0,0,0,0,0,0,右,左,0.25,0.6077,0.3077,0.3,0.05,0.228571,0.606969,0.291667,0.599359,6.4207,3.622,0.7134,0.5213,0,投ゴ,遊併,三振,右安,左安,三ゴ
2025/5/3,B_0034,中田　翔,P_0057,床田　寛樹,マツダスタジアム,Away,6,5,0,1,0,0,0,0,右,左,0.2083,0.6651,0.2692,0.3958,0.1875,0.16,0.45,0.26087,0.900362,6.3818,3.6,0.7091,0.5181,2,中安,四球,中飛,四球,遊ゴ,三ゴ
2025/5/3,B_0041,木下　拓哉,P_0057,床田　寛樹,マツダスタジアム,Away,7,5,0,2,0,0,0,0,右,左,0.254,0.6263,0.3088,0.3175,0.0635,0.27907,0.628413,0.210526,0.654135,6.3434,3.5783,0.7048,0.5148,0,左飛,二ゴ,左安,三ゴ,遊ゴ,右飛
2025/5/3,B_0288,坂倉　将吾,P_0051,松葉　貴大,マツダスタジアム,Home,5,5,1,0,0,0,0,0,左,左,0.25,0.8077,0.3077,0.5,0.25,0.2,0.772727,0.5,1,6.4101,3.6906,0.6906,0.5081,0,遊飛,三振,三振,中飛,右本,右飛
2025/5/3,B_0060,S.ファビアン,P_0051,松葉　貴大,マツダスタジアム,Home,6,5,1,1,0,0,0,0,右,左,0.2804,0.6925,0.3,0.3925,0.1121,0.3,0.743053,0.243243,0.594595,6.3643,3.6643,0.6857,0.5044,0,一邪,右安,左安,三振,左安,遊ゴ
2025/5/3,B_0149,堂林　翔太,P_0051,松葉　貴大,マツダスタジアム,Home,7,5,1,2,0,0,0,0,右,左,0.2,0.5808,0.2558,0.325,0.125,0.125,0.400641,0.333333,0.908333,6.3191,3.6383,0.6809,0.5007,2,左安,二ゴ,遊併,左飛,右２,左安
2025/5/3,B_0053,矢野　雅哉,P_0051,松葉　貴大,マツダスタジアム,Home,8,5,1,2,1,0,0,0,左,左,0.1905,0.4768,0.2672,0.2095,0.019,0.230769,0.574316,0.181818,0.447124,6.4648,3.6127,0.6972,0.5115,0,投ギ,三ゴ,一ゴ,三振,投ゴ,左飛
2025/5/3,B_0025,岡林　勇希,P_0057,床田　寛樹,マツダスタジアム,Away,1,6,0,0,0,0,0,0,左,左,0.2679,0.7137,0.3387,0.375,0.1071,0.27027,0.722008,0.263158,0.694737,6.3054,3.5569,0.7006,0.5117,0,三ゴ,一直,三邪,左安,三ゴ,二安
2025/5/3,B_0026,山本　泰寛,P_0057,床田　寛樹,マツダスタジアム,Away,2,6,0,0,1,0,0,0,右,左,0.2087,0.5025,0.2417,0.2609,0.0522,0.35,0.75,0.130435,0.34058,6.4286,3.5357,0.7143,0.5208,0,二ゴ,投ゴ,一邪,遊ゴ,三振,投ゴ
2025/5/3,B_0284,土田　龍空,P_0057,床田　寛樹,マツダスタジアム,Away,8,6,0,1,1,0,0,0,左,左,0.1304,0.4174,0.2,0.2174,0.087,0.125,0.409722,0.142857,0.428571,6.3905,3.5148,0.7101,0.5176,0,右飛,一ゴ,二ゴ,左飛,一飛,右飛
2025/5/3,B_0137,松葉　貴大,P_0057,床田　寛樹,マツダスタジアム,Away,9,6,0,2,1,0,0,0,左,左,0.0714,0.1429,0.0714,0.0714,0,0.111111,0.222222,0,0,6.3529,3.4941,0.7059,0.5145,0,遊ゴ,三振,一ゴ,三振,三振,二ゴ
2025/5/3,B_0248,中村　奨成,P_0051,松葉　貴大,マツダスタジアム,Home,1,6,1,0,0,0,0,0,右,左,0.3462,0.9138,0.4138,0.5,0.1538,0.375,1.069444,0.333333,0.844444,6.4196,3.5874,0.6923,0.5078,1,右安,遊ゴ,四球,中飛,三振,遊失
2025/5/3,B_0062,菊池　涼介,P_0051,松葉　貴大,マツダスタジアム,Home,2,6,1,1,0,0,0,0,右,左,0.236,0.5497,0.2688,0.2809,0.0449,0.283019,0.667581,0.176471,0.392687,6.375,3.5625,0.6875,0.5042,0,三ゴ,三ゴ,遊ゴ,左安,三ゴ,右飛
2025/5/3,B_0054,小園　海斗,P_0051,松葉　貴大,マツダスタジアム,Home,3,6,1,2,0,0,0,0,左,左,0.2883,0.7361,0.3577,0.3784,0.0901,0.275862,0.717962,0.301887,0.75438,6.331,3.5379,0.6828,0.5007,0,左飛,左飛,右飛,三振,三ゴ,四球
2025/5/3,B_0195,末包　昇大,P_0051,松葉　貴大,マツダスタジアム,Home,4,6,1,2,1,0,0,0,右,左,0.2842,0.807,0.3333,0.4737,0.1895,0.216667,0.54359,0.4,1.261004,6.4726,3.5137,0.6986,0.5059,0,三ゴ,右飛,二ゴ,四球,二直,左安
2025/5/3,B_0288,坂倉　将吾,P_0051,松葉　貴大,マツダスタジアム,Home,5,6,1,2,1,1,0,0,左,左,0.2308,0.7473,0.2857,0.4615,0.2307,0.2,0.772727,0.333333,0.666667,6.6122,3.4898,0.7143,0.5163,0,右飛,遊飛,三振,三振,中飛,遊飛
2025/5/3,B_0145,床田　寛樹,P_0051,松葉　貴大,マツダスタジアム,Home,9,6,1,0,0,0,0,0,左,左,0.4286,0.9286,0.4286,0.5,0.0714,0.333333,0.666667,0.5,1.125,6.5676,3.4662,0.7095,0.5127,0,二ゴ,中安,左２,中安,一ゴ,遊ゴ
2025/5/3,B_0045,上林　誠知,P_0057,床田　寛樹,マツダスタジアム,Away,3,7,0,0,0,0,0,0,左,左,0.2593,0.6892,0.2941,0.3951,0.1358,0.287879,0.768831,0.166667,0.397436,6.3158,3.4737,0.7018,0.5114,0,二飛,一ゴ,右安,三振,右２,三安
2025/5/3,B_0246,J.ボスラー,P_0057,床田　寛樹,マツダスタジアム,Away,4,7,0,0,1,0,0,0,左,左,0.2549,0.6885,0.2963,0.3922,0.1373,0.351351,0.925156,0,0.066667,6.436,3.4535,0.7151,0.5203,0,左飛,三飛,振逃,右安,右飛,右飛
2025/5/3,B_0027,O.カリステ,P_0057,床田　寛樹,マツダスタジアム,Away,5,7,0,1,1,0,0,0,右,左,0.2459,0.5981,0.303,0.2951,0.0492,0.228571,0.606969,0.28,0.576296,6.3988,3.4335,0.711,0.5172,0,三ゴ,投ゴ,遊併,三振,右安,遊併
2025/5/3,B_0060,S.ファビアン,P_0051,松葉　貴大,マツダスタジアム,Home,6,7,1,0,0,0,0,0,右,左,0.2778,0.6862,0.2973,0.3889,0.1111,0.3,0.743053,0.236842,0.578947,6.5235,3.443,0.7047,0.5092,0,遊ゴ,一邪,右安,左安,三振,左２
2025/5/3,B_0149,堂林　翔太,P_0051,松葉　貴大,マツダスタジアム,Home,7,7,1,0,0,1,0,0,右,左,0.2195,0.6142,0.2727,0.3415,0.122,0.125,0.400641,0.375,0.974265,6.66,3.42,0.72,0.5264,2,左安,左安,二ゴ,遊併,左飛,遊ゴ
2025/5/3,B_0053,矢野　雅哉,P_0051,松葉　貴大,マツダスタジアム,Home,8,7,1,1,0,1,0,0,左,左,0.1887,0.4725,0.265,0.2075,0.0188,0.230769,0.574316,0.177778,0.437778,6.6159,3.3974,0.7152,0.5228,0,左飛,投ギ,三ゴ,一ゴ,三振,三邪
2025/5/3,B_0145,床田　寛樹,P_0051,松葉　貴大,マツダスタジアム,Home,9,7,1,2,0,1,0,0,左,左,0.4,0.8667,0.4,0.4667,0.0667,0.333333,0.666667,0.444444,1,6.5724,3.375,0.7105,0.5193,0,遊ゴ,二ゴ,中安,左２,中安,二ゴ
2025/5/3,B_0034,中田　翔,P_0057,床田　寛樹,マツダスタジアム,Away,6,8,0,0,0,0,0,0,右,左,0.2041,0.6519,0.2642,0.3878,0.1837,0.16,0.45,0.25,0.863333,6.3621,3.4138,0.7069,0.5141,1,三ゴ,中安,四球,中飛,四球,中飛
2025/5/3,B_0041,木下　拓哉,P_0057,床田　寛樹,マツダスタジアム,Away,7,8,0,1,0,0,0,0,右,左,0.25,0.6168,0.3043,0.3125,0.0625,0.27907,0.628413,0.2,0.622727,6.3257,3.3943,0.7029,0.5111,0,右飛,左飛,二ゴ,左安,三ゴ,三ゴ
2025/5/3,B_0184,ブライト　健太,P_0057,床田　寛樹,マツダスタジアム,Away,7,8,0,2,0,0,0,0,右,左,0.2083,0.8038,0.3871,0.4167,0.2084,0.230769,0.982906,0.181818,0.58042,6.2898,3.375,0.6989,0.5081,,死球,三振,三ゴ,三振,三振,三ゴ
2025/5/3,B_0248,中村　奨成,P_0223,根尾　昂,マツダスタジアム,Home,1,8,1,0,0,0,0,0,右,右,0.3333,0.8815,0.4,0.4815,0.1482,0.375,1.069444,0.315789,0.802005,,,,,,遊失,右安,遊ゴ,四球,中飛,三邪
2025/5/3,B_0062,菊池　涼介,P_0223,根尾　昂,マツダスタジアム,Home,2,8,1,1,0,0,0,0,右,右,0.2333,0.5437,0.266,0.2778,0.0445,0.283019,0.667581,0.171429,0.381955,0,0,0,0,,右飛,三ゴ,三ゴ,遊ゴ,左安,遊ゴ
2025/5/3,B_0054,小園　海斗,P_0223,根尾　昂,マツダスタジアム,Home,3,8,1,2,0,0,0,0,左,右,0.2883,0.7413,0.3629,0.3784,0.0901,0.275862,0.717962,0.301887,0.765972,0,0,0,0,,四球,左飛,左飛,右飛,三振,三振
2025/5/3,B_0025,岡林　勇希,P_0057,床田　寛樹,マツダスタジアム,Away,1,9,0,0,0,0,0,0,左,左,0.2743,0.7245,0.344,0.3805,0.1062,0.27027,0.722008,0.282051,0.72733,6.2542,3.3559,0.6949,0.5051,0.6667,二安,三ゴ,一直,三邪,左安,一ゴ
2025/5/3,B_0033,細川　成也,P_0057,床田　寛樹,マツダスタジアム,Away,1,9,0,1,0,0,0,0,右,左,0.2048,0.6903,0.3529,0.3373,0.1325,0.152542,0.600859,0.333333,0.885417,6.2191,3.3371,0.691,0.5022,,死球,左飛,投ゴ,右２,左飛,四球
2025/5/3,B_0045,上林　誠知,P_0057,床田　寛樹,マツダスタジアム,Away,3,9,0,1,1,0,0,0,左,左,0.2683,0.7048,0.3023,0.4024,0.1341,0.287879,0.768831,0.230769,0.516484,6.3352,3.3184,0.7039,0.5065,0.6667,三安,二飛,一ゴ,右安,三振,中飛
2025/5/3,B_0252,高橋　周平,P_0057,床田　寛樹,マツダスタジアム,Away,3,9,0,2,1,0,0,0,左,左,0.3333,0.8273,0.3939,0.4333,0.1,0.291667,0.721154,0.5,1.238095,6.3,3.3,0.7,0.5036,,左安,中飛,三振,右２,二ゴ,遊ゴ
2025/5/3,B_0071,西川　愛也,P_0066,加藤　貴之,エスコンフィールド,Away,1,1,0,0,0,0,0,0,左,左,0.262,0.6691,0.3186,0.3506,0.0886,0.28,0.737349,0.258065,0.678368,6.8644,2.4407,0.7458,0.5754,0,敬遠,二ゴ,四球,二飛,右２,中安
2025/5/3,B_0070,長谷川　信哉,P_0066,加藤　貴之,エスコンフィールド,Away,2,1,0,0,1,0,0,0,右,左,0.2152,0.6165,0.2874,0.3291,0.1139,0.126984,0.415828,0.296296,0.678161,6.9775,2.427,0.7584,0.5836,0.6667,三失,左飛,捕邪,四球,死球,捕邪
2025/5/3,B_0078,渡部　聖弥,P_0066,加藤　貴之,エスコンフィールド,Away,3,1,0,1,1,0,0,0,右,左,0.403,0.9292,0.4366,0.4925,0.0895,0.456522,1.011535,0.285714,0.746753,6.9385,2.4134,0.7542,0.5803,0,三振,三振,三振,中飛,三邪,右安
2025/5/3,B_0072,T.ネビン,P_0066,加藤　貴之,エスコンフィールド,Away,4,1,0,1,1,1,0,0,右,左,0.2606,0.6824,0.337,0.3455,0.0849,0.253165,0.611467,0.28,0.88,7.05,2.4,0.7667,0.5883,1.3333,左２,三振,二飛,二ゴ,左安,中飛
2025/5/3,B_0075,万波　中正,P_0024,今井　達也,エスコンフィールド,Home,1,1,1,0,0,0,0,0,右,右,0.2308,0.7408,0.2857,0.4551,0.2243,0.208333,0.632508,0.233333,0.923529,5.2388,8.194,0.5672,0.4196,0.1667,三振,左本,右２,三振,中飛,四球
2025/5/3,B_0068,清宮　幸太郎,P_0024,今井　達也,エスコンフィールド,Home,2,1,1,0,1,0,0,0,左,右,0.2701,0.7095,0.3245,0.3851,0.115,0.291667,0.814815,0.147059,0.318487,5.3465,8.1535,0.5792,0.4236,1.0417,四球,遊飛,二安,二ゴ,三振,左飛
2025/5/3,B_0150,郡司　裕也,P_0024,今井　達也,エスコンフィールド,Home,3,1,1,1,1,0,0,0,右,右,0.268,0.7669,0.3545,0.4124,0.1444,0.2,0.599267,0.277778,0.760234,5.3202,8.1133,0.5764,0.4214,,三振,投ゴ,中犠,三振,二飛,死球
2025/5/3,B_0073,野村　佑希,P_0024,今井　達也,エスコンフィールド,Home,4,1,1,1,1,1,0,0,右,右,0.2769,0.8118,0.3349,0.4769,0.2,0.215385,0.670601,0.413793,1.169458,5.4265,8.0735,0.5735,0.4254,0,中安,左飛,中飛,中飛,四球,遊併
2025/5/3,B_0228,平沼　翔太,P_0066,加藤　貴之,エスコンフィールド,Away,5,2,0,0,0,0,0,0,左,左,0.18,0.3915,0.2115,0.18,0,0.206897,0.44023,0,0,7.011,2.3867,0.7624,0.585,,右安,三振,一安,二ゴ,左飛,三振
2025/5/3,B_0079,外崎　修汰,P_0066,加藤　貴之,エスコンフィールド,Away,6,2,0,1,0,0,0,0,右,左,0.232,0.6499,0.3379,0.312,0.08,0.28169,0.752391,0.210526,0.610984,6.9725,2.522,0.7582,0.5817,0.6667,三飛,左安,中飛,三邪,三安,三振
2025/5/3,B_0083,古賀　悠斗,P_0066,加藤　貴之,エスコンフィールド,Away,7,2,0,2,0,0,0,0,右,左,0.191,0.5197,0.25,0.2697,0.0787,0.204545,0.472222,0.285714,0.785714,6.9344,2.6557,0.7541,0.5785,1,投ゴ,遊飛,一ゴ,右安,二ゴ,三振
2025/5/3,B_0069,F.レイエス,P_0024,今井　達也,エスコンフィールド,Home,5,2,1,0,0,0,0,0,右,右,0.2727,0.7906,0.329,0.4615,0.1888,0.241379,0.646415,0.25,0.858295,5.4,8.0341,0.5707,0.4232,0.875,三振,三振,三振,中飛,三振,中安
2025/5/3,B_0080,水野　達稀,P_0024,今井　達也,エスコンフィールド,Home,6,2,1,0,1,0,0,0,左,右,0.2464,0.7651,0.3158,0.4493,0.2029,0.3125,0.993056,0.1,0.242857,5.5049,7.9951,0.5825,0.4312,0.5,三飛,四球,三振,中飛,中２,三振
2025/5/3,B_0301,有薗　直輝,P_0024,今井　達也,エスコンフィールド,Home,7,2,1,1,1,0,0,0,右,右,,,,,,,,,,5.4783,8.087,0.5797,0.429,,,,,,,三振
2025/5/3,B_0225,奈良間　大己,P_0024,今井　達也,エスコンフィールド,Home,8,2,1,2,1,0,0,0,右,右,0.2609,0.6322,0.3061,0.3261,0.0652,0.347826,0.853261,0.230769,0.461538,5.4519,8.1779,0.5769,0.4269,,三ゴ,投ギ,三振,中飛,遊ゴ,三振
2025/5/3,B_0071,西川　愛也,P_0066,加藤　貴之,エスコンフィールド,Away,1,3,0,0,0,0,0,0,左,左,0.2634,0.6715,0.3197,0.3517,0.0883,0.28,0.737349,0.28125,0.717857,6.8967,2.788,0.75,0.5753,0.5,中安,敬遠,二ゴ,四球,二飛,遊ゴ
2025/5/3,B_0084,元山　飛優,P_0066,加藤　貴之,エスコンフィールド,Away,8,3,0,1,0,0,0,0,左,左,0.0541,0.1351,0.0541,0.0811,0.027,0.055556,0.111111,0,0,6.8595,2.773,0.7459,0.5721,,三ゴ,一ギ,二ゴ,右安,二ゴ,投ゴ
2025/5/3,B_0175,滝澤　夏央,P_0066,加藤　貴之,エスコンフィールド,Away,9,3,0,2,0,0,0,0,左,左,0.2784,0.642,0.3636,0.2784,0,0.333333,0.770833,0.222222,0.585859,6.8226,2.7581,0.7419,0.569,,右安,四球,二ゴ,三安,中安,三ゴ
2025/5/3,B_0075,万波　中正,P_0024,今井　達也,エスコンフィールド,Home,1,3,1,0,0,0,0,0,右,右,0.2308,0.7451,0.2899,0.4551,0.2243,0.208333,0.642778,0.233333,0.923529,5.4258,8.2679,0.5742,0.4247,0.2857,四球,三振,左本,右２,三振,二併
2025/5/3,B_0068,清宮　幸太郎,P_0024,今井　達也,エスコンフィールド,Home,2,3,1,2,0,0,0,0,左,右,0.2686,0.7056,0.3228,0.3829,0.1143,0.287671,0.80421,0.147059,0.318487,5.4,8.2286,0.5714,0.4226,0.9048,左飛,四球,遊飛,二安,二ゴ,右安
2025/5/3,B_0150,郡司　裕也,P_0024,今井　達也,エスコンフィールド,Home,3,3,1,2,1,0,0,0,右,右,0.268,0.7727,0.3604,0.4124,0.1444,0.2,0.617857,0.277778,0.760234,5.5024,8.1896,0.5829,0.4304,,死球,三振,投ゴ,中犠,三振,二ゴ
2025/5/3,B_0081,五十幡　亮汰,P_0024,今井　達也,エスコンフィールド,Home,9,3,1,0,0,0,0,0,左,右,0.2462,0.6899,0.2899,0.4,0.1538,0.090909,0.181818,0,0,5.4764,8.1509,0.5802,0.4283,0,三振,一ゴ,右飛,二ゴ,一ゴ,右安
2025/5/3,B_0070,長谷川　信哉,P_0066,加藤　貴之,エスコンフィールド,Away,2,4,0,0,0,0,0,0,右,左,0.2138,0.6128,0.2857,0.327,0.1132,0.126984,0.415828,0.285714,0.654762,6.7861,2.7433,0.738,0.5659,0.5,捕邪,三失,左飛,捕邪,四球,左安
2025/5/3,B_0078,渡部　聖弥,P_0066,加藤　貴之,エスコンフィールド,Away,3,4,0,0,1,0,0,0,右,左,0.4118,0.9444,0.4444,0.5,0.0882,0.456522,1.011535,0.318182,0.802372,6.8936,2.7287,0.75,0.5736,0.5,右安,三振,三振,三振,中飛,二併
2025/5/3,B_0072,T.ネビン,P_0066,加藤　貴之,エスコンフィールド,Away,4,4,0,2,1,0,0,0,右,左,0.259,0.6785,0.3351,0.3434,0.0844,0.253165,0.611467,0.269231,0.848635,6.8571,2.7143,0.746,0.5705,1,中飛,左２,三振,二飛,二ゴ,左本
2025/5/3,B_0228,平沼　翔太,P_0066,加藤　貴之,エスコンフィールド,Away,5,4,0,2,0,0,0,2,左,左,0.1765,0.384,0.2075,0.1765,0,0.206897,0.44023,0,0,6.9632,2.7,0.7579,0.5944,0,三振,右安,三振,一安,二ゴ,遊ゴ
2025/5/3,B_0073,野村　佑希,P_0024,今井　達也,エスコンフィールド,Home,4,4,1,0,0,0,0,-2,右,右,0.2755,0.8078,0.3333,0.4745,0.199,0.212121,0.660934,0.413793,1.169458,5.5775,8.1127,0.5915,0.436,0,遊併,中安,左飛,中飛,中飛,中飛
2025/5/3,B_0069,F.レイエス,P_0024,今井　達也,エスコンフィールド,Home,5,4,1,1,0,0,0,-2,右,右,0.2778,0.7986,0.3333,0.4653,0.1875,0.254237,0.668432,0.25,0.858295,5.5514,8.0748,0.5888,0.4338,1,中安,三振,三振,三振,中飛,遊ゴ
2025/5/3,B_0080,水野　達稀,P_0024,今井　達也,エスコンフィールド,Home,6,4,1,2,0,0,0,-2,左,右,0.2429,0.7545,0.3117,0.4429,0.2,0.306122,0.973655,0.1,0.242857,5.5256,8.0372,0.586,0.4317,0.4286,三振,三飛,四球,三振,中飛,三振
2025/5/3,B_0079,外崎　修汰,P_0066,加藤　貴之,エスコンフィールド,Away,6,5,0,0,0,0,0,2,右,左,0.2302,0.6451,0.3356,0.3095,0.0793,0.28169,0.752391,0.2,0.583333,6.9267,2.6859,0.7539,0.5912,0.5,三振,三飛,左安,中飛,三邪,三ゴ
2025/5/3,B_0083,古賀　悠斗,P_0066,加藤　貴之,エスコンフィールド,Away,7,5,0,1,0,0,0,2,右,左,0.1889,0.5141,0.2474,0.2667,0.0778,0.204545,0.472222,0.266667,0.733333,6.8906,2.6719,0.75,0.5881,0.6667,三振,投ゴ,遊飛,一ゴ,右安,中飛
2025/5/3,B_0084,元山　飛優,P_0066,加藤　貴之,エスコンフィールド,Away,8,5,0,2,0,0,0,2,左,左,0.0526,0.1316,0.0526,0.0789,0.0263,0.055556,0.111111,0,0,6.8549,2.658,0.7461,0.585,0,投ゴ,三ゴ,一ギ,二ゴ,右安,遊ゴ
2025/5/3,B_0075,万波　中正,P_0024,今井　達也,エスコンフィールド,Home,1,5,1,0,0,0,0,-2,右,右,0.2293,0.7405,0.2882,0.4522,0.2229,0.205479,0.634102,0.233333,0.923529,5.5,8.125,0.5833,0.4297,0.25,二併,四球,三振,左本,右２,四球
2025/5/3,B_0068,清宮　幸太郎,P_0024,今井　達也,エスコンフィールド,Home,2,5,1,0,1,0,0,-2,左,右,0.2727,0.7127,0.3263,0.3864,0.1137,0.297297,0.81944,0.147059,0.318487,5.5991,8.0876,0.5945,0.4333,1.025,右安,左飛,四球,遊飛,二安,三邪
2025/5/3,B_0301,有薗　直輝,P_0024,今井　達也,エスコンフィールド,Home,7,5,1,1,1,0,0,-2,右,右,0,0,0,0,0,0,0,,,5.5734,8.0505,0.5917,0.4313,0,三振,,,,,三振
2025/5/3,B_0225,奈良間　大己,P_0024,今井　達也,エスコンフィールド,Home,8,5,1,2,1,0,0,-2,右,右,0.2553,0.6191,0.3,0.3191,0.0638,0.333333,0.818333,0.230769,0.461538,5.5479,8.137,0.589,0.4292,0,三振,三ゴ,投ギ,三振,中飛,三振
2025/5/3,B_0081,五十幡　亮汰,P_0024,今井　達也,エスコンフィールド,Home,9,5,1,0,0,0,0,-2,左,右,0.2576,0.7091,0.3,0.4091,0.1515,0.166667,0.333333,0,0,5.5227,8.2227,0.5864,0.4272,0.2857,右安,三振,一ゴ,右飛,二ゴ,四球
2025/5/3,B_0071,西川　愛也,P_0066,加藤　貴之,エスコンフィールド,Away,1,6,0,0,0,0,0,2,左,左,0.2629,0.6703,0.3192,0.3511,0.0882,0.28,0.737349,0.272727,0.69697,6.8196,2.6443,0.7423,0.5819,0.4,遊ゴ,中安,敬遠,二ゴ,四球,右飛
2025/5/3,B_0070,長谷川　信哉,P_0066,加藤　貴之,エスコンフィールド,Away,2,6,0,1,0,0,0,2,右,左,0.2188,0.621,0.2898,0.3312,0.1124,0.126984,0.415828,0.310345,0.699666,6.7846,2.6308,0.7385,0.5789,0.8,左安,捕邪,三失,左飛,捕邪,右失
