model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,top2_accuracy,top3_accuracy,test_loss,best_epoch,best_valid_loss
lightgbm,0.4960309383268878,0.1512116175312746,0.12606335885673,0.0852787644397467,0.33168175491049157,0.7180948503969061,0.8599633625076328,,,
fm,0.4952167718298392,0.12272118816930139,0.12646155725433122,0.08702937991797802,0.33413636472648006,0.7132098514146142,0.8585385711377976,1.4014310425273664,12.0,1.4146559027105725
